instrument_id,maker_id,type,make_date,year_sale,house_sale,info,auction_catalog_date,auction_catalog_house,notes,condition,length_of_back,upper_bouts,middle_bouts,lower_bouts,maker_name,authentication_score
53821,74,Violin,1910.0,1987,Sotheby's,"Labeled, ""Copia Stradivari Amatise Leandro Bisiach da Milano fece l'anno 1910."" | Length of back: 35.6 cm","April 30, 1987",Sotheby's,,,35.6,,,,"Bisiach, Leandro I",3
53817,74,Violin,1896.0,1986,Sotheby's,"Labeled, ""Leandro Bisiach della Scuola Cremonese fece in Milano 1896, Leandro Bisiach."" | Length of back: 35.7 cm","May 22, 1986",Sotheby's,,,35.7,,,,"Bisiach, Leandro I",3
53757,74,Violin,1908.0,1985,Christie's,"Labeled, ""Leandro Bisiach della Scuola Cremonese / fece in Milano 1908"" and signed by the maker. | Length of back: 35.7 cm","July 3, 1985",Christie's,,,35.7,,,,"Bisiach, Leandro I",3
53756,74,Violin,1896.0,1983; 2010,Christie's; Brompton's,"Labeled, ""LEANDRO BISIACH della scola Cremonese fece in Milano 1896 Piazza del Duomo."" Signed to the label. | Length of back: 36.0 cm | Upper bouts: 17.2 cm | Middle bouts: 11.8 cm | Lower bouts: 21.1 cm","March 8, 2010; November 21, 1983; March 31, 1983",Brompton's; Christie's; Phillip's,,,36.0,17.2,11.8,21.1,"Bisiach, Leandro I",4
53789,74,Cello,1910.0,1983,Phillip's,"Labeled, ""Unico CONSTRUTTORE, LIUTAIO. PIAZZA DUOMO. MILANO"", dated 1910. | Length of back: 76.5 cm","January 20, 1983",Phillip's,,,76.5,,,,"Bisiach, Leandro I",2
53753,74,Violin,1893.0,1980,Christie's,"Labeled, ""Leandro Bisiach / della scuola Cremonese / fece in Milano 1893"", and signed by the maker. | Length of back: 35.5 cm","May 21, 1980",Christie's,,,35.5,,,,"Bisiach, Leandro I",3
53788,74,Violin,1903.0,1980,Phillip's,"Labeled, ""Copia G. B. RUGER ditto il PER. LEANDRO BISIACH DA MILANO. FECE L'ANNO 1903"", and signature. | Length of back: 35.6 cm","October 9, 1980",Phillip's,,,35.6,,,,"Bisiach, Leandro I",3
53787,74,Violin,1897.0,1978; 1991,Phillip's; Sotheby's,"Labeled, ""DELLA SCUOLA CREMONESE, FECE IN MILANO, 1897, PIAZZA DEL DUOMO."" | Length of back: 35.7 cm","December 14, 1978; November 7, 1991",Phillip's; Sotheby's,,,35.7,,,,"Bisiach, Leandro I",2
53811,74,Violin,1923.0,1971 ; 1978,Sotheby's ; Sotheby's,"Labeled, ""Leandro Bisiach da Milano fece L'Anno 1923"" and signed ""Leandro Bisiach."" | Length of back: 35.7 cm","December 16, 1971; February 16, 1978",Sotheby's; Sotheby's,,,35.7,,,,"Bisiach, Leandro I",4
53813,74,Violin,1900.0,1977,Sotheby's,"Labeled, ""Copia Stradivari Leandro Bisiach da Milano fece L. Anno 1900"" and signed ""Leandro Bisiach."" | Length of back: 35.6 cm","November 17, 1977",Sotheby's,,,35.6,,,,"Bisiach, Leandro I",4
53812,74,Violin,1920.0,1975,Sotheby's,"Labeled, ""Leandro Bisiach Milano."" | Length of back: 35.7 cm","October 23, 1975",Sotheby's,,,35.7,,,,"Bisiach, Leandro I",3
94481,72,Viola,1975.0,2020,Tarisio,"Labeled, ""Leandro Bisiach Jr. da Milano fece l'anno 1975."" Signed to the label. | Inscribed to the inside top and back, ""Leandro Bisiach Jr., Fece l'anno 1975, Nel mese di Aprile, Alla Età di anni, 71."" Inscribed to the upper block, ""L. B. jr, 75."" | Length of back: 40.9 cm | Upper bouts: 19.7 cm | Middle bouts: 13.4 cm | Lower bouts: 24.5 cm",,,,,40.9,19.7,13.4,24.5,"Bisiach, Leandro II",4
4875,72,Violin,1940.0,2003,Tarisio,Bearing its original signed label. | Near mint condition. | Length of back: 35.5 cm,,,,1.0,35.5,,,,"Bisiach, Leandro II",4
83644,75,Viola,1991.0,2018,Tarisio,"Labeled, ""Francesco Bissolotti Cremonese, fece Cremona Anno 1991, FB."" | Length of back: 41.6 cm | Upper bouts: 19.2 cm | Middle bouts: 13.4 cm | Lower bouts: 24.9 cm",,,,,41.6,19.2,13.4,24.9,"Bissolotti, Francesco",3
62834,75,Viola,1967.0,2012,Tarisio,"Labeled, ""Francesco Bissolotti, Soresina - Cremona, fece Anno 1967."" | Length of back: 43.1 cm",,,,,43.1,,,,"Bissolotti, Francesco",3
16026,75,Violin,1995.0,2008,Tarisio,"Labeled, ""Francesco Bissolotti, Cremoa, 1995."" | Length of back: 35.1 cm",,,,,35.1,,,,"Bissolotti, Francesco",3
76353,1679,Violin,1982.0,2016 ; 2018,Tarisio ; Tarisio,"Labeled, ""Vincenzo Bissolotti Cremonese, fece Cremona anno 1982."" Signed to the label. | Also labelled to the upper bass rib, ""Vincenzo Bissolotti Cremonese, fece Cremona anno 1982."" Signed to the label. | Length of back: 35.9 cm | Upper bouts: 16.7 cm | Middle bouts: 11.2 cm | Lower bouts: 20.6 cm",,,,,35.9,16.7,11.2,20.6,"Bissolotti, Vincenzo",4
68735,2918,Violin,1951.0,2014,Tarisio,"Labeled, ""Josef Bitterer, Geigenbaumeister, Mittenwald, 1951."" | Branded to the button, ""JB."" | Length of back: 35.9 cm",,,,,35.9,,,,"Bitterer, Josef",3
64737,2802,Violin,1970.0,2013,Tarisio,"Labeled, ""Karl Bitterer, Mittenwald, Geigenbaumeister."" | Length of back: 35.6 cm",,,,,35.6,,,,"Bitterer, Karl",3
11311,898,Violin,1930.0,2006,Tarisio,Bearing the maker's label. Branded to the inside back and to the lower rib. | Length of back: 35.5 cm,,,,,35.5,,,,"Bittner, Alois",3
103955,76,Violin,1820.0,2001 ; 2004,Tarisio ; Tarisio,Unlabeled. | Length of back: 35.5 cm,,,,,35.5,,,,"Blair, John",0
104450,77,Violin,1900.0,2022,Tarisio,"Labeled, ""Fait par Paul Blanchard à Lyon en 1900 no. 525...Paris 1900."" | Inscribed to the inside top, ""Fait à Lyon par P. Blanchard."" | Length of back: 35.8 cm",,,,,35.8,,,,"Blanchard, Paul Francois",3
92249,77,Violin,1912.0,2020,Tarisio,"Labeled, ""Fait par Paul Blanchard, à Lyon en 1912 no. 841."" | Branded to the lower ribs, ""PB."" and to the inside back, ""P. Blanchard à Lyon."" Inscribed to the inside back, ""P. Blanchard, Lyon."" | Length of back: 35.7 cm | Upper bouts: 16.9 cm | Middle bouts: 11.3 cm | Lower bouts: 21.0 cm",,,,,35.7,16.9,11.3,21.0,"Blanchard, Paul Francois",4
83730,77,Violin,1896.0,2018,Tarisio,"Labeled, ""Fait par Paul Blanchard, à Lyon en 1896 No. 403."" | Branded to the inside back & upper block, ""P. Blanchard à Lyon."" Stamped to the lower ribs, ""PB."" Signed to the inside back, ""Fait à Lyon, par P. Blanchard."" Rosewood pegs. | Length of back: 35.8 cm | Upper bouts: 16.8 cm | Middle bouts: 11.1 cm | Lower bouts: 20.8 cm",,,,,35.8,16.8,11.1,20.8,"Blanchard, Paul Francois",5
68841,77,Violin,1892.0,2016,Tarisio,"Labeled, ""Fait par Paul Blanchard à Lyon en 1892, No. 268."" | Ink stamped to the lower ribs, ""PB."" | Length of back: 35.8 cm | Upper bouts: 16.8 cm | Middle bouts: 11.3 cm | Lower bouts: 21.0 cm",,,,,35.8,16.8,11.3,21.0,"Blanchard, Paul Francois",3
73520,77,Violin,1912.0,2015,Tarisio,"Labeled, ""Fait par Paul Blanchard a Lyon en 1912 No. 892."" | Length of back: 35.8 cm | Upper bouts: 16.8 cm | Middle bouts: 11.3 cm | Lower bouts: 20.9 cm",,,,,35.8,16.8,11.3,20.9,"Blanchard, Paul Francois",3
66898,77,Violin,1891.0,2014,Tarisio,"Labeled, ""Fait par Paul Blanchard a Lyon en 1891 no. 234."" | Branded to the upper block, ""P. Blanchard Lyon."". Inscribed internally, ""P. Blanchard Lyon."" Ink stamped to the lower rib, ""PB."" | Length of back: 35.8 cm | Upper bouts: 16.9 cm | Middle bouts: 11.4 cm | Lower bouts: 20.7 cm",,,,,35.8,16.9,11.4,20.7,"Blanchard, Paul Francois",4
26439,77,Violin,1912.0,1988; 2013,William Moennig & Son; Tarisio,"Labeled, ""Fait par Paul Blanchard, à Lyon en 1912, No. 806."" | Branded to the inside back, ""Blanchard a Lyon."" | Length of back: 35.6 cm",,,,,35.6,,,,"Blanchard, Paul Francois",4
24136,77,Violin,1912.0,2011,Tarisio,"Labeled, ""Fait par Paul Blanchard à Lyon en 1912, N 823."" | Length of back: 35.6 cm",,,,,35.6,,,,"Blanchard, Paul Francois",3
10875,77,Cello,1900.0,2006,Tarisio,"Bearing the maker's label #137 with the inscription ""Exposition Universelle de Paris 1900..."" | Length of back: 76.1 cm (29 15/16 inches)",,,,,76.1,,,,"Blanchard, Paul Francois",3
10332,77,Violin,1900.0,2006,Tarisio,Bearing the maker's label. No. 322. Branded to the inside back and lower rib. | Length of back: 35.8 cm,,,,,35.8,,,,"Blanchard, Paul Francois",3
8935,77,Violin,1901.0,2005,Tarisio,Bearing the maker's label and brand to the inside back. | Length of back: 35.8 cm,,,,,35.8,,,,"Blanchard, Paul Francois",3
104574,78,Violin,1934.0,2022,Tarisio,"Labeled, ""Albertus Aloysius Blanchi Augustini filius fecit Nicæa Civitas anno 1934"" and ""Esatta copia del violino Giuseppe Guarneri costruito nel 1744, esequita da me A. L. Blanchi per l'Inge gnere P. A. Concaris di Cremona Blanchi."" | Branded to the inside top and lower rib, ""A. Blanchi - Nice."". An inlayed shield to the fingerboard. | Length of back: 36.4 cm",,,,,36.4,,,,"Blanchi, Alberto Luigi",4
86256,78,Cello,1931.0,2022,Tarisio,"Labeled, ""Albertus Aloysius Blanchi, Augustini filius fecit, Nicea Civitas anno 1931."" | Branded to the lower ribs & to the inside, ""A. Blanchi Nice."" | Varnish: of a reddish golden-brown color. | Length of back: 75.3 cm | Upper bouts: 34.7 cm | Middle bouts: 23.3 cm | Lower bouts: 44.0 cm",,,,,75.3,34.7,23.3,44.0,"Blanchi, Alberto Luigi",4
98583,78,Violin,1929.0,2021,Tarisio,"Labeled, ""Albertus Aloysius Blanchi, Augustini filius fecit, Nicæa Civitas anno 1929."" | Branded above the label, to the inside front and below the endpin, ""A. Blanchi, Nice."" | Length of back: 35.7 cm | Upper bouts: 16.5 cm | Middle bouts: 11.3 cm | Lower bouts: 20.8 cm",,,,,35.7,16.5,11.3,20.8,"Blanchi, Alberto Luigi",4
88886,78,Violin,1948.0,2020,Tarisio,"Labeled, ""Albertus Aloysius Blanchi, Augustini filius fecit, Nicæa civitas anno 1947."" | Branded to the lower ribs, inside back & top, ""A. Blanchi Nice."" Signed to the inside top, ""Dernier violon fait par A. L. Blanchi, Acheté par Pierre Gaggini, 1948."" | Length of back: 35.9 cm | Upper bouts: 17.0 cm | Middle bouts: 11.5 cm | Lower bouts: 21.2 cm",,,,,35.9,17.0,11.5,21.2,"Blanchi, Alberto Luigi",5
72055,78,Cello,1906.0,2017,Tarisio,"Labeled, ""Albertuys Aloyisus Blanchi, Agustini filius fecit, Nicaea civitas anno 1906, médaille d'or a l'exposition international Milan 1906."" | Branded to the inside, ""A. Blanchi a Nice."" Rosewood endpin. | Length of back: 75.3 cm | Upper bouts: 34.0 cm | Middle bouts: 23.3 cm | Lower bouts: 43.8 cm",,,,,75.3,34.0,23.3,43.8,"Blanchi, Alberto Luigi",4
66764,78,Violin,1913.0,2015 ; 2017,Tarisio ; Tarisio,"Labeled, ""Albertus Aloysius Blanchi, Augustini filius fecit, Nicaea civitas anno 1913."" | Branded to the inside back and to the lower rib, ""Blanchi à Nice."" | Length of back: 35.7 cm | Upper bouts: 16.8 cm | Middle bouts: 11.5 cm | Lower bouts: 20.9 cm",,,,,35.7,16.8,11.5,20.9,"Blanchi, Alberto Luigi",4
23590,78,Violin,1910.0,2011 ; 2013,Tarisio ; Tarisio,"Labeled, ""Albertus Aloysius Blanchi, Augustini filius fecit, Nicaea civitas anno 1910."" | Branded internally and to the lower rib ""A. Blanchi, Nice."" | Length of back: 35.6 cm | Upper bouts: 16.8 cm | Middle bouts: 11.2 cm | Lower bouts: 20.8 cm","May 4-5, 2011",Tarisio,,,35.6,16.8,11.2,20.8,"Blanchi, Alberto Luigi",4
24171,78,Cello,1940.0,2009 ; 2011,Tarisio ; Tarisio,"Labeled, ""Alberto Aloysius Blanchi..."" Branded to the inside back. | Length of back: 75.5 cm | Upper bouts: 35.0 cm | Middle bouts: 23.5 cm | Lower bouts: 44.0 cm","May 4-5, 2011",Tarisio,,,75.5,35.0,23.5,44.0,"Blanchi, Alberto Luigi",3
17502,78,Violin,1912.0,2009,Tarisio,"Labeled, ""Albertus Aloysius Blanchi, Nicaea, 1912..."" and branded to the inside back. | Length of back: 35.8 cm",,,,,35.8,,,,"Blanchi, Alberto Luigi",3
15921,78,Violin,1929.0,2008,Tarisio,"Labeled, ""Albertus Aloysius Blanchi, Nice, 1929."" | Length of back: 35.8 cm","October 22,23 & 31, 2008",Tarisio,,,35.8,,,,"Blanchi, Alberto Luigi",3
3152,78,Violin,1920.0,2002,Tarisio,"Labeled, ""Carletti, Carlo, fece in Pieve di Cento, 1912."" | Near mint condition. | Length of back: 35.7 cm","June 6, 2002",Tarisio,,1.0,35.7,,,,"Blanchi, Alberto Luigi",2
57846,78,Cello,1902.0,2001,Phillip's,"Labeled, ""Albertus Aloys I. us Blanchi Augustin!filius fecit Nicaea Ci vitas anno 1902"" and branded internally and on bottom rib. | Varnish: golden orange-brown | Length of back: 75.5 cm","November 12, 2001",Phillip's,,,75.5,,,,"Blanchi, Alberto Luigi",3
57845,78,Violin,1932.0,1999,Phillip's,Branded internally and on the bottom rib. | Length of back: 35.7 cm,"March 15, 1999",Phillip's,,,35.7,,,,"Blanchi, Alberto Luigi",1
57843,78,Violin,1932.0,1997,Christie's,"Labeled, ""Albertus Aloysius Blanchi/Augustin! Filius fecit Inicaea Civitas Anno 1932"" and branded on the inside back and bottom rib. | Varnish: orange-golden | Length of back: 35.8 cm","November 19, 1997",Christie's,,,35.8,,,,"Blanchi, Alberto Luigi",3
57858,78,Cello,1925.0,1997,Sotheby's,"Labeled, ""Albertus Aloysius Blanchi Augustini filius fecit Nicaa Civitas Anno 1925"" and branded ""A. Blanchi-Nice"" internally on the back and by the tailpin. | Length of back: 75.4 cm","June 17, 1997",Sotheby's,,,75.4,,,,"Blanchi, Alberto Luigi",4
57856,78,Violin,1928.0,1995,Sotheby's,"Labeled, ""Albertus Aloysius Blanchi, Augustini filius fecit, Nicoea Civitas Anno 1928"" and branded internally ""A. Blanchi - Nice."" | Length of back: 35.6 cm","June 20, 1995",Sotheby's,,,35.6,,,,"Blanchi, Alberto Luigi",4
57829,78,Cello,1925.0,1994,Bonhams,"Labeled, ""Albertus Aloyisius Blanchi Augustini filius fecit Nicaea Civitas Anno 1925"" and branded ""A. Blanchi, Nice"" beneath the lower button. | Length of back: 75.6 cm","November 2, 1994",Bonhams,,,75.6,,,,"Blanchi, Alberto Luigi",4
57854,78,Violin,1930.0,1994,Sotheby's,Varnish: golden orange | Length of back: 35.7 cm,"March 22, 1994",Sotheby's,"""A VIOLIN in the manner of Sanctus Seraphin. . .""",,35.7,,,,"Blanchi, Alberto Luigi",0
57850,78,Violin,1943.0,1985,Sotheby's,"Labeled, ""Albertus Aloysius Blanchi, Augustin! Filius fecit Nicaea Civitas Anno 1943."" | Varnish: golden-brown | Length of back: 35.8 cm","April 3, 1985",Sotheby's,,,35.8,,,,"Blanchi, Alberto Luigi",3
95164,2570,Violin,1878.0,2022,Tarisio,"Labeled, ""225 Ludovico Blasich fece Trieste 1878."" | Length of back: 35.7 cm | Upper bouts: 16.7 cm | Middle bouts: 11.5 cm | Lower bouts: 20.2 cm",,,,,35.7,16.7,11.5,20.2,"Blasich, Ludovico",3
15130,2048,Violin,1911.0,2008,Tarisio,"Labeled, ""H. E. Blasier..."" | Length of back: 36.2 cm",,,,,36.2,,,,"Blasier, Herbert E.",3
103837,79,Violin,1928.0,2022,Tarisio,"Labeled, ""H. Emile Blondelet, Luthier à Paris, no. G 83, année 1928. Grand prix, 1922, Marseille, président du jury, hors concours, Rio de Janeiro 1922, Gand 1923, Barcelone 1923, Strasbourg 1924."" | Branded to the inside back, ""H. Emile Blondelet,"" and to the lower ribs, ""HE Blondelet."" Branded to the treble C-bout lining with a half moon and a star. | Length of back: 35.8 cm | Upper bouts: 17.0 cm | Middle bouts: 11.5 cm | Lower bouts: 21.0 cm",,,,,35.8,17.0,11.5,21.0,"Blondelet, Hugues Emile",4
77575,79,Violin,1925.0,2017,Tarisio,"Labeled, ""H. Emile Blondelet, Luthier à Paris, Grand Prix 1922 Marseille, President du Jury Hors Concours..."" and ""Made in France."" | Branded to the lower rib, ""H.E. Blondelet"" and internally ""H. Emile Blondelet."" | Length of back: 35.8 cm",,,,,35.8,,,,"Blondelet, Hugues Emile",4
65573,79,Violin,1923.0,2013 ; 2015,Tarisio ; Tarisio,"Labeled, ""H. Emile Blondelet, Luthier à Paris, No. B 118, Année 1923."" | Branded to the lower rib, ""H. E. Blondelet."" Branded to the inside back, ""H. Emile Blondelet."" | Length of back: 36.0 cm",,,,,36.0,,,,"Blondelet, Hugues Emile",4
68404,79,Violin,1924.0,2014,Tarisio,"Labeled, ""H. Emile Blondelet, Luthier À Paris, President Du Jury Hors Concours, Rio De Janeiro Gand Barcelone, No. C 22, Annee 1924."" | Branded to the inside back and the lower rib, ""H. E. Blondelet."" | Length of back: 35.6 cm",,,,,35.6,,,,"Blondelet, Hugues Emile",4
23577,79,Violin,1924.0,2011,Tarisio,"Labeled, ""H. Emile Blondelet, Mirecourt, 1924."" | Length of back: 35.8 cm",,,,,35.8,,,,"Blondelet, Hugues Emile",3
4231,79,Violin,1926.0,2003,Tarisio,Bearing the maker's label. Branded to the inside back and lower rib. | Excellent condition. | Length of back: 36.0 cm,,,,2.0,36.0,,,,"Blondelet, Hugues Emile",3
76843,15616,Violin,1989.0,2017,T2 Auctions,"Labeled, ""Jan Bobak, Faciebat Anno 1989, Nowy Targ."" | Length of back: 35.4 cm",,,,,35.4,,,,"Bobak, Jan",3
72806,2907,Cello,1985.0,2015 ; 2016,Tarisio ; Tarisio,"Labeled, ""Janos Bodor, Antonius & Hieronymous Amati Cremonen Andræ fil 1622."" | Length of back: 74.6 cm",,,,,74.6,,,,"Bodor, Janos",3
52876,2560,Violin,,1997,Christie's,"Labeled, ""Salvatore Bofill, fecit Bar- / cinoue, anno Nat. Dni 112.."" | Length of back: 35.5 cm","July 16, 1997",Christie's,,,35.5,,,,"Bofill, Salvatore",3
101885,1973,Violin,2008.0,2022,Tarisio,"Labeled, ""Tonino Boga fecit Taurini Anno Domini 2008."" Signed to the label. | Length of back: 35.7 cm | Upper bouts: 17.0 cm | Middle bouts: 11.5 cm | Lower bouts: 20.7 cm",,,,,35.7,17.0,11.5,20.7,"Boga, Tonino",4
88366,1973,Violin,2009.0,2020,Tarisio,"Labeled, ""Tonino Boga fecit Taurini, Anno Domini 2009."" Signed to the label. | Length of back: 35.6 cm | Upper bouts: 16.5 cm | Middle bouts: 11.3 cm | Lower bouts: 20.6 cm",,,,,35.6,16.5,11.3,20.6,"Boga, Tonino",4
83349,1973,Violin,2006.0,2019,Tarisio,"Labeled, ""Tonino Boga, fecit Taurini, anno domini 2006, Tonino Boga."" | Inscribed to the inside rib, ""Tonino Boga, fecit Taurini, anno domini 2006."" | Length of back: 35.5 cm | Upper bouts: 16.7 cm | Middle bouts: 11.5 cm | Lower bouts: 20.7 cm",,,,,35.5,16.7,11.5,20.7,"Boga, Tonino",3
78490,1973,Violin,2006.0,2017,Tarisio,"Labeled, ""Tonio Boga, Fecit Taurini, Anno domini 2006, Vommo Boga."" | Length of back: 35.8 cm",,,,,35.8,,,,"Boga, Tonino",3
72302,1973,Violin,2006.0,2015,Tarisio,"Labeled, ""Tonino Boga, fecit Taurini, Anno Domini 2006."" | Length of back: 35.8 cm",,,,,35.8,,,,"Boga, Tonino",3
65114,1973,Violin,2008.0,2013,Tarisio,"Labeled, ""Tonino Boga, fecit Taurini, Anno Domini 2008."" Signed to the label. | Length of back: 35.9 cm",,,,,35.9,,,,"Boga, Tonino",4
23879,1973,Violin,2006.0,2011,Tarisio,"Labeled, ""Tonino Boga, Turin, 2006."" Signed to the label. | Length of back: 35.8 cm | Upper bouts: 16.9 cm | Middle bouts: 11.3 cm | Lower bouts: 20.8 cm",,,,,35.8,16.9,11.3,20.8,"Boga, Tonino",4
18500,1973,Violin,2005.0,2009,Tarisio,"Labeled, ""Tonino Boga, fecit Taurini, 2005..."" | Length of back: 35.6 cm",,,,,35.6,,,,"Boga, Tonino",3
21896,80,Violin,1914.0,2010,Tarisio,"Labeled, ""J. A. Bolander, San Francisco, 1914, no. 78."" | Length of back: 35.5 cm",,,,,35.5,,,,"Bolander, John Alfred II",3
72614,2596,Violin,1822.0,2015,Tarisio,"Labeled, ""Joseph Bollinger fecit Steyr, Anno 1822."" | Length of back: 36.4 cm | Upper bouts: 16.5 cm | Middle bouts: 11.6 cm | Lower bouts: 20.7 cm",,,,,36.4,16.5,11.6,20.7,"Böllinger, Joseph",3
67438,1800,Violin,1966.0,2014,Tarisio,"Bearing a label, possibly inserted later, ""Fece a Pieve L. nel 1966 Bondanelli Chiarissimo."" Signed to the label, ""Bondanelli Chiarissimo."" | Length of back: 35.6 cm | Upper bouts: 16.8 cm | Middle bouts: 11.2 cm | Lower bouts: 20.8 cm",,,,,35.6,16.8,11.2,20.8,"Bondanelli, Chiarissimo",4
23809,2091,Viola,1981.0,2011,Tarisio,"Labeled, ""Raffaele Bongiovanni, fece Trapani, Anno 1981."" | Length of back: 41.8 cm",,,,,41.8,,,,"Bongiovanni, Raffaele",3
63303,1078,Violin,1891.0,2013,Tarisio,"Labeled, ""E. Bonnel, Luthier, Rennes, 1891."" | Length of back: 35.8 cm",,,,,35.8,,,,"Bonnel, Émile",3
18884,1078,Violin,1897.0,2009,Tarisio,"Labeled, ""E. Bonnel."" | Length of back: 35.6 cm",,,,,35.6,,,,"Bonnel, Émile",3
13870,4264,Violin,1830.0,2007 ; 2014,Tarisio ; Tarisio,"Labeled, ""Made by W. Booth, ...... Leeds, April 1830, No. 4."" | Length of back: 35.7 cm",,,,,35.7,,,,"Booth, William II",3
24581,4264,Violin,1853.0,2011,Tarisio,"Labeled, ""W. M. Booth, Leeds, 1853..."" | Length of back: 36.3 cm",,,,,36.3,,,,"Booth, William II",3
65095,2161,Violin,1717.0,1960; 2013,Rembert Wurlitzer Inc.; Tarisio,"Labeled, ""Jacques Bocquay, Paris, 1717."" | Length of back: 35.7 cm",,,,,35.7,,,,"Boquay, Jacques",3
62948,2161,Violin,1720.0,2012,Tarisio,"Labeled, ""Jacques Boquay, rue d'Argenteuil à Paris, 1720."" | Bearing Wurlitzer number, ""M-921."" | Length of back: 36.0 cm",,,,,36.0,,,,"Boquay, Jacques",3
55235,2161,Violin,1710.0,2005,Christie's,Unlabeled. | Length of back: 35.9 cm,"November 2, 2005",Christie's,,,35.9,,,,"Boquay, Jacques",0
4248,2161,Violin,1714.0,2003,Tarisio,Bearing its original label. | Good condition. | Length of back: 36.0 cm,"May 1-8, 2003",Tarisio,,3.0,36.0,,,,"Boquay, Jacques",3
55213,2161,Violin,1720.0,1998,Christie's,"Labeled, ""Jacques Boquay / Rue D'Argenteuil / À Paris 1720."" | Length of back: 35.3 cm","April 1, 1998",Christie's,,,35.3,,,,"Boquay, Jacques",3
55226,2161,Violin,,1996,Bonhams,"Labeled, ""Jacques Boquay . . . Paris 17 . . ."" | Length of back: 36.1 cm","March 18, 1996",Bonhams,,,36.1,,,,"Boquay, Jacques",3
55251,2161,Violin,1714.0,1989,Sotheby's,"Labeled, ""Jacques Bouquay rue de la Iuyerie à Paris, 1714."" | Length of back: 36.2 cm","March 30, 1989",Sotheby's,,,36.2,,,,"Boquay, Jacques",3
55247,2161,Violin,1780.0,1984 ; 1985,Sotheby's ; Sotheby's,"Labeled, ""Jacques Boquay, Rue D'Argenteuil À Paris, 1780."" | Length of back: 35.3 cm","November 22, 1984; September 19, 1985",Sotheby's; Sotheby's,,,35.3,,,,"Boquay, Jacques",3
55248,2161,Violin,1735.0,1985; 1992,Sotheby Parke Bernet; Sotheby's,"Labeled, ""Matteo Goffriller / Fece in Venetia Anno 1735."" | Length of back: 35.8 cm","June 19, 1985; March 20, 1992",Sotheby's; Sotheby Parke Bernet,,,35.8,,,,"Boquay, Jacques",2
55221,2161,Violin,1720.0,1980,Sotheby's,"Labeled, ""Jacques Bocquey, rue d'Argenteuil, à Paris, 1720."" | Length of back: 35.6 cm","February 7, 1980; October 23, 1980",Sotheby's; Sotheby's,,,35.6,,,,"Boquay, Jacques",3
55246,2161,Violin,1791.0,1978,Sotheby's,"Labeled, ""Jacques Boquay, Rue D'Argenteuil À Paris, 1791."" | Length of back: 35.5 cm","October 19, 1978",Sotheby's,,,35.5,,,,"Boquay, Jacques",3
55220,2161,Cello,,1978,Sotheby's,Unlabeled. | Length of back: 73.0 cm,"February 16, 1978",Sotheby's,,,73.0,,,,"Boquay, Jacques",0
55244,2161,Violin,1723.0,1977,Sotheby's,"Labeled, ""Jacques Boquay à Paris 1723 rue d'Argenteuil 1723."" | Length of back: 36.0 cm","May 11-12, 1977",Sotheby's,,,36.0,,,,"Boquay, Jacques",3
103569,15716,Violin,2003.0,2022,Tarisio,"Labeled, ""Gaspar Borchardt fece in Cremona in Piazza Duomo - Anno 2003."" Signed to the label. | Length of back: 35.5 cm",,,,,35.5,,,,"Borchardt, Gaspar",4
22530,1842,Violin,1942.0,2010 ; 2013,Tarisio ; Tarisio,"Labeled, ""Pietro Borghi..."" | Length of back: 35.5 cm",,,,,35.5,,,,"Borghi, Pietro",3
2230,1743,Violin,1860.0,2001,Tarisio,"Bearing an original label, ""Francesco Borriero, Schio..."" | Good condition. | Length of back: 36.2 cm",,,,3.0,36.2,,,,"Borrerio, Francesco",3
65491,2280,Violin,1929.0,2013,Tarisio,"Labeled, ""Bosi Carlo, fece Cremona, anno 1929."" | Length of back: 36.2 cm",,,,,36.2,,,,"Bosi, Carlo",3
72798,1949,Violin,1938.0,2015,Tarisio,"Labeled, ""Guiseppi Bossi Liutaio, anno 1938 Stradella."" | Branded to the inside back, ""Bossi"". | Length of back: 35.8 cm",,,,,35.8,,,,"Bossi, Giuseppe",4
62299,1844,Violin,,2011 ; 2013,Tarisio ; Tarisio,Branded to the inside back. | Length of back: 35.6 cm,,,,,35.6,,,,Bottali-Roth-Pelitti Firm,1
18522,1844,Violin,1900.0,2009,Tarisio,Branded to the inside back and button. | Length of back: 35.6 cm,,,,,35.6,,,,Bottali-Roth-Pelitti Firm,1
12304,1844,Violin,1920.0,2007,Tarisio,"Labeled, ""P. de Angelis."" With the firm's star brand to the inside back. | Length of back: 35.5 cm",,,,,35.5,,,,Bottali-Roth-Pelitti Firm,2
68458,2119,Violin,1970.0,2015,Tarisio,"Labeled, ""Benvenuto Botturi - Brescia, Liutaio, Pre. croce al merito e medagalia oro Esp. Bologna 1932, Anno 1970."" | Length of back: 35.5 cm",,,,,35.5,,,,"Botturi, Benvenuto",3
19097,2119,Viola,1966.0,2009,Tarisio,"Bearing a signed label, ""Benvenuto Botturi..."" | Length of back: 41.0 cm (16 1/8 inches)",,,,,41.0,,,,"Botturi, Benvenuto",4
15684,2119,Viola,1967.0,2008,Tarisio,"Bearing a signed label, ""Benvenuto Botturi..."" | Length of back: 40.9 cm (16 1/8 in)",,,,,40.9,,,,"Botturi, Benvenuto",4
31342,82,Violin,1927.0,2007 ; 2012,Tarisio ; Tarisio,"Labeled, ""Charles Boulangeot."" Bearing the maker's brand to the center back. | Length of back: 35.3 cm",,,,,35.3,,,,"Boulangeot, Charles",4
