,maker_id,maker_name,type,city_maker,auction_house,sale_date,lot,usd,gbp,eur,bold_currency,instrument_id,make_date,length_of_back,upper_bouts,middle_bouts,lower_bouts,authentication_score,condition,notoriety_score
20,3,"Albanelli, Franco",Violin,Bologna,Tarisio,2018-06-25,152,11949.0,9000.0,10230.0,gbp,84601,1985.0,35.7,16.9,11.4,20.9,2,2.0,0.0
21,3,"Albanelli, Franco",Violin,Bologna,Tarisio,2016-06-28,153,5528.0,4130.0,4993.0,gbp,73137,1998.0,35.8,16.8,11.3,20.8,5,2.0,0.0
22,3,"Albanelli, Franco",Violin,Bologna,Tarisio,2013-06-26,166,7370.0,4800.0,5659.0,gbp,64897,2004.0,35.6,,,,4,2.0,0.0
23,3,"Albanelli, Franco",Violin,Bologna,Tarisio,2010-10-15,361,9600.0,5990.0,6814.0,usd,22251,1993.0,35.8,,,,4,2.0,0.0
24,3,"Albanelli, Franco",Violin,Bologna,Tarisio,2008-05-09,193,6435.0,3302.0,4163.0,usd,15057,2004.0,35.8,,,,4,2.0,0.0
25,3,"Albanelli, Franco",Violin,Bologna,Tarisio,2007-03-02,147,6155.0,3163.0,4676.0,gbp,12356,1955.0,35.6,,,,2,2.0,0.0
26,3,"Albanelli, Franco",Violin,Bologna,Tarisio,2006-10-19,310,3450.0,1839.0,2747.0,usd,15057,2004.0,35.8,,,,4,2.0,0.0
27,3,"Albanelli, Franco",Violin,Bologna,Tarisio,2004-10-22,512,4600.0,2517.0,3649.0,usd,6819,1996.0,35.8,,,,3,4.0,0.0
28,3,"Albanelli, Franco",Violin,Bologna,Tarisio,2003-05-08,386,5175.0,3228.0,4526.0,usd,4377,1982.0,35.7,,,,4,4.0,0.0
29,3,"Albanelli, Franco",Violin,Bologna,Tarisio,2002-10-24,IV 43,5625.0,3634.0,5776.0,usd,3908,1992.0,35.7,,,,4,3.0,0.0
30,4,"Albani, Giuseppe I",Violin,Bolzano,Christie's,2012-04-26,107,15000.0,9267.0,11351.0,usd,57342,1700.0,35.7,,,,3,2.0,0.0
31,1475,"Albani, Matthias II",Violin,Bolzano,Tarisio,2020-02-28,145,51000.0,39773.0,46505.0,usd,91001,1705.0,35.5,16.5,11.2,20.3,3,2.0,0.5
32,1475,"Albani, Matthias II",Violin,Bolzano,Brompton's,2015-06-29,454,84853.0,54000.0,76217.0,gbp,73892,1708.0,35.4,,,,3,2.0,0.5
33,1475,"Albani, Matthias II",Violin,Bolzano,Brompton's,2008-06-23,197,12236.0,6240.0,7884.0,gbp,51094,1700.0,35.4,,,,3,2.0,0.0
34,1475,"Albani, Matthias II",Violin,Bolzano,Christie's,2007-10-12,202,46600.0,22911.0,32879.0,usd,49176,1680.0,35.4,,,,2,2.0,0.0
35,1475,"Albani, Matthias II",Violin,Bolzano,Brompton's,2006-11-06,80,60694.0,32000.0,47783.0,gbp,48095,1690.0,36.0,,,,3,2.0,0.0
36,1475,"Albani, Matthias II",Violin,Bolzano,Sotheby's,2004-03-30,166,26328.0,14400.0,21603.0,gbp,47336,1700.0,35.8,,,,3,2.0,0.0
37,1475,"Albani, Matthias II",Violin,Bolzano,Sotheby's,1997-10-23,13,15925.0,9760.0,,,47660,1700.0,35.3,,,,2,2.0,0.0
38,1475,"Albani, Matthias II",Violin,Bolzano,Sotheby's,1997-03-18,338,14619.0,9200.0,,,47661,1697.0,35.7,,,,3,2.0,0.0
39,2244,"Albert, Charles Francis I",Violin,"Philadelphia, PA",Tarisio,2020-11-13,113,1770.0,1345.0,1498.0,usd,92692,1890.0,35.6,14.9,4.3,19.5,4,2.0,0.0
40,1100,"Albert, Eugene John",Violin,"Philadelphia, PA",Tarisio,2010-02-20,258,1320.0,855.0,976.0,usd,19433,1900.0,35.9,,,,4,3.0,0.0
41,1100,"Albert, Eugene John",Violin,"Philadelphia, PA",Tarisio,2008-02-20,338,878.0,452.0,599.0,usd,19433,1900.0,35.9,,,,4,3.0,0.0
42,1100,"Albert, Eugene John",Violin,"Philadelphia, PA",Tarisio,2005-07-21,352,690.0,395.0,566.0,usd,8101,,35.9,,,,4,2.0,0.0
43,1100,"Albert, Eugene John",Violin,"Philadelphia, PA",Tarisio,2004-02-26,27,403.0,217.0,324.0,usd,5046,1900.0,35.9,,,,2,2.0,0.0
44,5,"Alberti, Ferdinando",Violin,Milan,Tarisio,2001-11-09,IV 27,13500.0,9263.0,15118.0,usd,2680,1730.0,36.2,,,,3,1.0,0.0
45,5,"Alberti, Ferdinando",Viola,Milan,Skinner,1988-10-08,27,5775.0,3401.0,,,47666,1778.0,39.0,,,,3,2.0,0.0
46,5,"Alberti, Ferdinando",Violin,Milan,Sotheby's,1973-11-22,-,5261.0,2200.0,,,44567,1756.0,35.7,,,,3,2.0,0.5
47,1308,"Aldric, Jean-François",Violin,Paris,,2025-05-16,,20149.0,15169.0,18000.0,,89340,1832.0,35.7,16.4,10.9,20.2,3,2.0,0.0
48,1308,"Aldric, Jean-François",Violin,Paris,Tarisio,2017-11-09,204,39000.0,29762.0,33530.0,usd,82414,1808.0,35.6,16.7,11.1,20.6,3,2.0,0.0
49,1308,"Aldric, Jean-François",Violin,Paris,Ingles & Hayday,2017-03-28,86,52726.0,42000.0,48514.0,gbp,51369,,35.9,,,,3,2.0,0.0
50,1308,"Aldric, Jean-François",Violin,Paris,Tarisio,2013-05-03,238,30000.0,19287.0,22876.0,usd,32324,1815.0,35.7,16.1,10.6,20.0,3,2.0,0.0
51,1308,"Aldric, Jean-François",Violin,Paris,Sotheby's,2011-03-08,137,56332.0,34850.0,40532.0,gbp,56701,1819.0,35.9,,,,3,2.0,0.0
52,1308,"Aldric, Jean-François",Cello,Paris,Tarisio,2007-10-25,364,58500.0,28557.0,40883.0,usd,13785,1830.0,74.8,,,,3,2.0,0.0
53,1308,"Aldric, Jean-François",Violin,Paris,Sotheby's,1995-03-21,297,21880.0,13800.0,,,51343,1843.0,35.8,,,,3,2.0,0.0
54,1308,"Aldric, Jean-François",Violin,Paris,Phillip's,1994-11-10,39,22069.0,13800.0,,,51365,1818.0,36.2,,,,3,2.0,0.0
55,1308,"Aldric, Jean-François",Violin,Paris,Christie's,1990-03-28,188,16112.0,9900.0,,,51363,1820.0,35.7,,,,3,2.0,0.0
56,1308,"Aldric, Jean-François",Violin,Paris,Christie's,1988-11-23,328,10912.0,5940.0,,,51362,1822.0,36.0,,,,3,2.0,0.0
57,1308,"Aldric, Jean-François",Violin,Paris,Sotheby's,1988-06-22,29,25278.0,14300.0,,,51371,1807.0,35.5,16.7,11.1,20.6,4,2.0,0.0
58,1308,"Aldric, Jean-François",Violin,Paris,Sotheby's,1986-11-12,145,5492.0,3850.0,,,51370,1841.0,35.6,,,,3,2.0,0.0
59,1308,"Aldric, Jean-François",Cello,Paris,Sotheby's,1984-11-22,68,22949.0,18700.0,,,51432,1825.0,74.9,,,,3,2.0,0.0
60,1308,"Aldric, Jean-François",Violin,Paris,Sotheby's,1982-06-04,195,6713.0,3740.0,,,51369,,35.9,,,,3,2.0,0.0
61,1308,"Aldric, Jean-François",Violin,Paris,Sotheby's,1976-07-01,-,1700.0,950.0,,,51368,1798.0,35.6,,,,3,2.0,0.5
62,1210,"Alf, Gregg",Violin,"Ann Arbor, MI",,2025-05-16,,40298.0,30337.0,36000.0,,125013,2003.0,35.4,16.8,11.0,20.7,4,2.0,0.0
63,1210,"Alf, Gregg",Violin,"Ann Arbor, MI",,2024-11-15,,56050.0,44200.0,52962.0,,123088,1996.0,35.6,16.6,11.2,20.6,4,2.0,0.0
64,1210,"Alf, Gregg",Violin,"Ann Arbor, MI",Tarisio,2018-11-08,243,30000.0,22897.0,26232.0,usd,93048,2012.0,35.2,16.6,11.0,20.0,5,2.0,0.5
65,1210,"Alf, Gregg",Violin,"Ann Arbor, MI",Tarisio,2015-10-24,227,42000.0,27265.0,37892.0,usd,74002,2011.0,35.3,16.9,11.5,20.5,3,2.0,0.0
66,1210,"Alf, Gregg",Violin,"Ann Arbor, MI",Tarisio,2014-10-29,191,47612.0,29500.0,37276.0,gbp,67913,1993.0,35.5,16.5,11.0,20.2,3,2.0,0.0
67,1210,"Alf, Gregg",Violin,"Ann Arbor, MI",Tarisio,2012-11-28,348,18000.0,11266.0,13963.0,usd,33645,1989.0,35.8,17.1,11.6,21.0,3,2.0,0.0
68,1892,"Allan, Hugh",Violin,London,Tarisio,2007-10-25,374,1170.0,571.0,818.0,usd,13857,1921.0,35.3,,,,3,2.0,0.0
69,2608,"Alonso, Lorenzo",Violin,Madrid,Sotheby's,1980-11-20,600,9445.0,3960.0,,,59960,1774.0,35.6,,,,3,2.0,0.0
70,6,"Altavilla, Armando",Violin,Naples,,2024-10-08,,26357.0,20107.0,24000.0,,124167,1900.0,35.5,16.1,11.0,19.5,2,2.0,0.0
71,6,"Altavilla, Armando",Viola,Naples,Tarisio,2022-11-18,43,14160.0,11914.0,13702.0,usd,104292,1950.0,41.6,19.2,12.8,24.2,4,2.0,0.0
72,2554,"Amaglioni, Aldebrande",Violin,Gerona,Brompton's,2010-06-14,-,12407.0,8400.0,10129.0,gbp,54899,1839.0,35.6,,,,3,2.0,0.0
73,2554,"Amaglioni, Aldebrande",Violin,Gerona,Brompton's,2009-03-12,5,16573.0,12000.0,12966.0,,52561,1816.0,35.6,,,,3,2.0,0.0
74,2554,"Amaglioni, Aldebrande",Violin,,Sotheby's,1978-02-16,-,1388.0,715.0,,,52562,1835.0,35.7,,,,3,2.0,0.0
75,15606,"Amano, Chihiro",Violin,Cremona,Tarisio,2021-07-09,106,6600.0,4764.0,5562.0,usd,96831,1981.0,35.7,16.3,11.2,20.1,3,2.0,0.0
76,7,"Amati, Andrea",Small Violin,Cremona,Phillip's,1991-11-21,180,49431.0,27500.0,,,40031,,34.3,15.9,11.0,19.6,3,4.0,1.75
77,7,"Amati, Andrea",Cello,Cremona,Puttick & Simpson,1957-05-30,-,583.0,210.0,,,40046,,75.5,34.3,23.6,44.2,2,2.0,2.25
78,7,"Amati, Andrea",Small Violin,Cremona,Puttick & Simpson,1914-06-17,-,500.0,100.0,,,43823,,34.1,15.7,10.4,19.5,3,2.0,1.75
79,1666,"Amati, Antonio",Violin,Cremona,Sotheby's,1991-03-14,26,81642.0,44000.0,,,44599,,35.4,,,,3,2.0,0.0
80,8,"Amati, Antonio & Girolamo",Cello,Cremona,Tarisio,2016-06-28,23,545484.0,407500.0,492625.0,gbp,59417,1625.0,76.6,36.3,25.0,45.1,3,2.0,0.0
81,8,"Amati, Antonio & Girolamo",Violin,Cremona,Tarisio,2015-06-30,128,242999.0,154500.0,217177.0,gbp,48777,1615.0,35.4,16.0,10.9,19.8,4,2.0,0.5
82,8,"Amati, Antonio & Girolamo",Violin,Cremona,Brompton's,2010-12-13,140,247761.0,156000.0,186750.0,,55777,1611.0,35.2,16.0,10.9,19.8,3,2.0,0.0
83,8,"Amati, Antonio & Girolamo",Viola,Cremona,Tarisio,2000-05-19,IVAC 1,775500.0,522046.0,873803.0,usd,1106,1616.0,41.3,,,,1,3.0,1.5
84,8,"Amati, Antonio & Girolamo",Violin,Cremona,Christie's,1999-03-17,154,127155.0,78000.0,115954.0,gbp,40159,1623.0,,,,,3,2.0,0.5
85,8,"Amati, Antonio & Girolamo",Violin,Cremona,Sotheby's,1989-06-15,126,43458.0,28600.0,,,45264,1624.0,35.2,,,,3,2.0,0.0
86,8,"Amati, Antonio & Girolamo",Violin,Cremona,Sotheby's,1988-06-22,37,35000.0,19800.0,,,45310,1625.0,35.4,,,,4,2.0,0.5
87,8,"Amati, Antonio & Girolamo",Violin,Cremona,Sotheby's,1988-03-31,21,62255.0,33000.0,,,44700,,35.4,,,,3,2.0,0.5
88,8,"Amati, Antonio & Girolamo",Violin,Cremona,Sotheby's,1987-11-12,115,40598.0,23100.0,,,45350,1635.0,35.2,,,,3,2.0,0.0
89,8,"Amati, Antonio & Girolamo",Violin,Cremona,Sotheby's,1986-05-22,36,42694.0,28600.0,,,44874,1625.0,35.1,,,,3,2.0,0.0
90,8,"Amati, Antonio & Girolamo",Cello,Cremona,Sotheby's,1986-05-22,78,88672.0,59400.0,,,44878,1624.0,73.7,,,,4,2.0,0.0
91,8,"Amati, Antonio & Girolamo",Violin,Cremona,Christie's,1982-02-03,-,12100.0,6511.0,,,45207,1634.0,35.1,,,,3,2.0,0.0
92,8,"Amati, Antonio & Girolamo",Violin,Cremona,Sotheby's,1980-11-20,-,14071.0,5900.0,,,44229,1609.0,35.4,,,,3,2.0,0.0
93,8,"Amati, Antonio & Girolamo",Small Violin,Cremona,Sotheby Parke Bernet,1979-06-26,-,12100.0,5625.0,,,44754,1606.0,34.3,,,,3,2.0,0.0
94,8,"Amati, Antonio & Girolamo",Violin,Cremona,Sotheby's,1976-11-25,-,6590.0,4000.0,,,44437,1625.0,35.2,,,,1,2.0,0.0
95,8,"Amati, Antonio & Girolamo",Violin,Cremona,Sotheby Parke Bernet,1976-10-29,-,13000.0,8186.0,,,43696,1618.0,35.6,,,,4,2.0,3.0
96,8,"Amati, Antonio & Girolamo",Cello,Cremona,Sotheby's,1975-11-27,-,33528.0,16500.0,,,44143,1614.0,76.6,,,,0,2.0,0.0
97,8,"Amati, Antonio & Girolamo",Small Violin,Cremona,Sotheby's,1968-04-18,-,1153.0,480.0,,,40001,1613.0,26.7,12.6,8.4,15.0,0,4.0,1.75
98,8,"Amati, Antonio & Girolamo",Violin,Cremona,Puttick & Simpson,1908-12-10,-,143.0,30.0,,,43696,1618.0,35.6,,,,4,2.0,3.0
99,11,"Amati, Girolamo II",Violin,Cremona,Ingles & Hayday,2018-10-30,28,917453.0,720000.0,806665.0,gbp,60426,1693.0,35.3,,,,4,2.0,0.5
100,11,"Amati, Girolamo II",Violin,Cremona,Tarisio,2013-10-30,181,507436.0,315750.0,368910.0,gbp,42905,1710.0,35.3,16.8,11.2,20.4,4,2.0,0.0
101,11,"Amati, Girolamo II",Cello,Cremona,Tarisio,2005-05-12,412,388500.0,208311.0,304205.0,usd,7778,1700.0,74.3,,,,3,2.0,0.75
102,11,"Amati, Girolamo II",Small Violin,Cremona,Christie's,1996-03-20,157,26524.0,17250.0,,,43126,,34.0,,,,3,2.0,0.0
103,11,"Amati, Girolamo II",Violin,Cremona,Puttick & Simpson,1893-12-06,-,619.0,130.0,,,43122,1692.0,,,,,0,2.0,0.5
104,12,"Amati, Nicolò",Violin,Cremona,Sotheby's,2012-03-06,124,475930.0,301250.0,361841.0,gbp,49281,1682.0,35.7,,,,4,2.0,0.5
105,12,"Amati, Nicolò",Violin,Cremona,Tarisio,2010-10-15,466,576000.0,359396.0,408830.0,usd,22039,1655.0,35.5,,,,4,2.0,0.5
106,12,"Amati, Nicolò",Violin,Cremona,Tarisio,2010-05-03,398,329600.0,216245.0,248980.0,usd,21014,1650.0,35.3,16.8,,20.6,3,2.0,0.0
107,12,"Amati, Nicolò",Violin,Cremona,Tarisio,2009-10-18,657,620800.0,379694.0,417513.0,usd,18796,1648.0,35.1,16.35,11.11,20.16,3,4.0,0.5
108,12,"Amati, Nicolò",Violin,Cremona,Sotheby's,2007-10-02,318,197024.0,96500.0,139092.0,,40225,1671.0,35.3,,,,3,2.0,0.0
109,12,"Amati, Nicolò",Violin,Cremona,Tarisio,2007-03-02,209,228631.0,117500.0,173693.0,gbp,11834,1660.0,35.3,,,,3,3.0,0.5
110,12,"Amati, Nicolò",Violin,Cremona,Bonhams,2006-11-06,136,104698.0,55200.0,82426.0,gbp,48111,1651.0,35.0,,,,1,2.0,0.0
111,12,"Amati, Nicolò",Violin,Cremona,Sotheby's,2006-11-07,230,293347.0,153600.0,229986.0,,48098,1666.0,35.4,,,,3,2.0,0.0
112,12,"Amati, Nicolò",Violin,Cremona,Sotheby's,2003-11-11,96,100032.0,60000.0,87007.0,gbp,43953,1645.0,35.2,,,,4,2.0,0.0
113,12,"Amati, Nicolò",Violin,Cremona,Sotheby's,2002-11-12,16,104365.0,65725.0,103526.0,gbp,40164,1663.0,35.1,,,,3,2.0,0.5
114,12,"Amati, Nicolò",Violin,Cremona,Sotheby's,2001-11-13,134,91959.0,63750.0,104003.0,gbp,40225,1671.0,35.3,,,,3,2.0,0.0
115,12,"Amati, Nicolò",Violin,Cremona,Christie's,2001-05-04,73,292000.0,203313.0,326657.0,usd,40307,1643.0,35.1,,,,3,2.0,0.5
116,12,"Amati, Nicolò",Violin,Cremona,Sotheby's,1999-03-16,94,207872.0,128000.0,190691.0,gbp,40184,1640.0,35.4,,,,2,2.0,0.0
117,12,"Amati, Nicolò",Violin,Cremona,Christie's,1993-03-17,135,193708.0,133500.0,,,43381,1683.0,35.4,,,,3,2.0,0.5
118,12,"Amati, Nicolò",Violin,Cremona,Sotheby's,1991-06-06,213,74250.0,44000.0,,,44730,1662.0,35.2,,,,3,2.0,0.5
119,12,"Amati, Nicolò",Violin,Cremona,Christie's,1988-11-23,189,242484.0,132000.0,,,44915,1684.0,35.4,,,,3,2.0,0.5
120,12,"Amati, Nicolò",Violin,Cremona,Sotheby's,1988-11-24,70,185904.0,101200.0,,,41160,1635.0,35.2,,,,3,2.0,0.0
121,12,"Amati, Nicolò",Violin,Cremona,Christie's,1987-11-11,215,167038.0,93500.0,,,45325,1671.0,35.4,,,,3,2.0,0.5
122,12,"Amati, Nicolò",Violin,Cremona,Sotheby's,1985-11-14,36,76931.0,53900.0,,,44148,1680.0,35.2,,,,3,2.0,0.5
123,12,"Amati, Nicolò",Violin,Cremona,Sotheby's,1984-04-05,17,26666.0,18700.0,,,44787,1630.0,35.3,,,,3,2.0,0.0
124,12,"Amati, Nicolò",Violin,Cremona,Phillip's,1980-05-15,-,68325.0,29700.0,,,41434,1666.0,35.4,,,,3,2.0,0.0
125,12,"Amati, Nicolò",Violin,Cremona,Sotheby's,1979-05-03,-,27410.0,13200.0,,,43601,1656.0,35.5,,,,3,2.0,0.5
126,12,"Amati, Nicolò",Violin,Cremona,Sotheby Parke Bernet,1978-12-01,-,46000.0,23739.0,,,44751,1659.0,35.1,,,,4,2.0,0.0
127,12,"Amati, Nicolò",Violin,Cremona,Christie's,1978-07-21,-,37838.0,19800.0,,,40162,1651.0,35.1,,,,3,2.0,0.5
128,12,"Amati, Nicolò",Violin,Cremona,Sotheby Parke Bernet,1978-04-11,-,36000.0,19149.0,,,44206,1675.0,35.5,16.8,11.1,20.7,4,2.0,0.5
129,12,"Amati, Nicolò",Violin,Cremona,Sotheby's,1975-05-08,197,60861.0,26000.0,30840.0,gbp,44114,1682.0,35.5,16.8,11.2,20.7,3,2.0,0.5
130,12,"Amati, Nicolò",Violin,Cremona,Sotheby's,1968-12-19,-,3600.0,1500.0,,,44730,1662.0,35.2,,,,3,2.0,0.5
131,12,"Amati, Nicolò",Violin,Cremona,Sotheby's,1968-11-07,-,6720.0,2800.0,,,44375,1680.0,35.4,,,,1,2.0,0.0
132,12,"Amati, Nicolò",Violin,Cremona,Sotheby's,1965-04-29,-,9380.0,3350.0,,,43381,1683.0,35.4,,,,3,2.0,0.5
133,12,"Amati, Nicolò",Cello,Cremona,Puttick & Simpson,1938-02-17,164,4250.0,850.0,1027.0,gbp,42793,1677.0,,,,,4,2.0,1.75
134,12,"Amati, Nicolò",Cello,Cremona,Puttick & Simpson,1934-06-28,-,1000.0,200.0,,,44168,1667.0,75.2,,,,3,2.0,0.5
135,12,"Amati, Nicolò",Violin,Cremona,Christie's,1872-04-29,-,339.0,62.0,,,49275,1664.0,35.3,16.5,11.1,20.6,4,2.0,0.5
136,12,"Amati, Nicolò",Violin,Cremona,Puttick & Simpson,1861-07-19,-,407.0,84.0,,,48649,1647.0,35.7,16.9,11.3,20.9,1,2.0,3.0
137,15560,"Amorim, Luiz",Violin,Cremona,Tarisio,2022-10-25,138,53826.0,46862.0,54000.0,eur,104270,2021.0,35.6,17.1,,21.0,5,2.0,0.0
138,13,"Anastasio, Vincenzo",Violin,Naples,Tarisio,2020-03-24,160,4564.0,3900.0,4232.0,gbp,92171,2011.0,35.4,16.8,11.2,21.3,4,2.0,0.0
139,13,"Anastasio, Vincenzo",Viola,Naples,Tarisio,2012-06-25,23,3733.0,2400.0,2989.0,gbp,33107,1994.0,42.3,,,,5,2.0,0.0
140,13,"Anastasio, Vincenzo",Violin,Naples,Tarisio,2006-02-16,431,4313.0,2485.0,3637.0,usd,9149,1987.0,35.7,,,,4,2.0,0.0
141,1764,"Andersen, Karl",Violin,Copenhagen,Tarisio,2003-10-23,173,2070.0,1222.0,1756.0,usd,4820,1931.0,36.0,,,,3,3.0,0.0
142,1789,"Anderson, Arvil Olaf",Viola,"St. Ignatius, MT",Tarisio,2014-08-15,71,1298.0,771.0,970.0,usd,66748,1983.0,41.2,,,,3,2.0,0.0
143,1789,"Anderson, Arvil Olaf",Viola,"St. Ignatius, MT",Tarisio,2006-02-16,217,1265.0,729.0,1067.0,usd,5898,1979.0,42.3,,,,3,3.0,0.0
144,1789,"Anderson, Arvil Olaf",Viola,"St. Ignatius, MT",Tarisio,2004-05-06,351,1610.0,897.0,1329.0,usd,5898,1979.0,42.3,,,,3,3.0,0.0
145,2051,"Andina, Francesco",Violin,Lugano,Tarisio,2007-05-11,262,1955.0,986.0,1450.0,usd,11832,1914.0,36.1,,,,3,2.0,0.0
146,1902,"Angard, Maxime",Violin,Paris,Tarisio,2008-05-09,231,4388.0,2252.0,2839.0,usd,14151,1911.0,35.9,,,,4,2.0,0.0
147,1784,"Angier, Derwent",Violin,"Grand Rapids, MI",Tarisio,2021-07-09,89,4200.0,3032.0,3539.0,usd,22343,1986.0,35.1,16.2,11.3,20.7,3,2.0,0.0
148,1784,"Angier, Derwent",Viola,"Rochester, NY",Tarisio,2016-05-13,51,4720.0,3276.0,4159.0,usd,75649,1977.0,41.3,,,,4,2.0,0.0
149,1784,"Angier, Derwent",Violin,"Grand Rapids, MI",Tarisio,2010-12-09,379,3600.0,2288.0,2724.0,usd,22343,1986.0,35.1,16.2,11.3,20.7,3,2.0,0.0
150,1784,"Angier, Derwent",Violin,"Rochester, NY",Tarisio,2004-05-06,245,2415.0,1346.0,1993.0,usd,5646,1971.0,35.6,,,,4,3.0,0.0
151,14,"Annarumma, Vincenzo",Violin,Salerno,Tarisio,2013-05-03,227,18000.0,11572.0,13726.0,usd,63988,1907.0,35.1,,,,3,2.0,0.0
152,14,"Annarumma, Vincenzo",Violin,Salerno,Tarisio,2011-03-10,114,17348.0,10800.0,12556.0,gbp,23800,1922.0,35.4,,,,3,2.0,1.5
153,14,"Annarumma, Vincenzo",Cello,Salerno,Tarisio,2007-05-11,169,23000.0,11602.0,17055.0,usd,11750,1920.0,75.8,,,,2,2.0,0.0
154,14,"Annarumma, Vincenzo",Violin,Salerno,Tarisio,2005-05-12,426,8050.0,4316.0,6303.0,usd,7844,1940.0,35.9,,,,3,3.0,0.0
155,14,"Annarumma, Vincenzo",Violin,Salerno,Tarisio,2004-05-06,419,8050.0,4487.0,6644.0,usd,5970,1923.0,36.2,,,,3,3.0,0.0
156,15,"Antonelli, Gino",Violin,Mantua,Tarisio,2002-06-06,IV 64,5344.0,3662.0,5694.0,usd,3308,1970.0,35.5,,,,1,4.0,0.0
157,17,"Antoniazzi, Gaetano",Violin,Mantua,Tarisio,2007-05-11,401,34500.0,17403.0,25582.0,usd,12494,1860.0,35.4,,,,2,2.0,0.0
158,17,"Antoniazzi, Gaetano",Violin,Cremona,Tarisio,2004-05-06,428,21850.0,12179.0,18034.0,usd,5896,1880.0,35.7,,,,0,3.0,0.0
159,1665,"Antoniazzi, Gregorio",Violin,Colle,Sotheby's,1974-04-25,-,6969.0,2900.0,,,29983,1740.0,35.5,,,,1,2.0,0.5
160,16,"Antoniazzi, Riccardo",Violin,Milan,Tarisio,2022-11-01,25,48166.0,42000.0,48806.0,gbp,102650,1906.0,35.5,16.7,11.3,20.3,4,2.0,0.5
161,16,"Antoniazzi, Riccardo",Violin,Milan,Tarisio,2020-11-13,166,66000.0,50152.0,55852.0,usd,93815,1912.0,35.9,17.0,11.6,21.0,3,2.0,0.0
