date,real_price_gold
1997-10-28,635.0062
1997-10-29,631.1821
1997-10-30,636.4151
1997-10-31,626.3516
1997-11-03,630.7673
1997-11-04,631.5729
1997-11-05,630.9687
1997-11-06,628.7534
1997-11-07,624.3227
1997-11-10,624.1213
1997-11-11,623.3158
1997-11-12,618.6837
1997-11-13,619.4893
1997-11-14,610.4265
1997-11-17,611.4335
1997-11-18,617.2739
1997-11-19,611.8363
1997-11-20,609.4195
1997-11-21,613.6488
1997-11-24,609.6209
1997-11-25,604.3847
1997-11-26,597.1345
1997-11-27,595.624
1997-11-28,597.7387
1997-12-01,592.0272
1997-12-02,592.0272
1997-12-03,589.0025
1997-12-04,576.7022
1997-12-05,580.7351
1997-12-08,579.9286
1997-12-09,569.6447
1997-12-10,577.5088
1997-12-11,572.2661
1997-12-12,569.8463
1997-12-15,572.871
1997-12-16,571.2579
1997-12-17,582.5499
1997-12-18,578.9203
1997-12-19,582.3483
1997-12-22,586.3812
1997-12-23,592.4305
1997-12-24,597.2699
1997-12-25,597.3708
1997-12-26,594.0436
1997-12-29,586.3812
1997-12-30,585.3729
1997-12-31,582.3483
1998-01-02,579.657
1998-01-05,566.7758
1998-01-06,565.9707
1998-01-07,570.8012
1998-01-08,564.9643
1998-01-09,560.3351
1998-01-12,559.3288
1998-01-13,568.5872
1998-01-14,566.977
1998-01-15,574.2227
1998-01-16,583.4812
1998-01-19,578.2481
1998-01-20,584.085
1998-01-21,588.3116
1998-01-22,584.085
1998-01-23,602.2999
1998-01-26,597.3688
1998-01-27,604.8158
1998-01-28,613.3697
1998-01-29,609.0424
1998-01-30,608.2373
1998-02-02,608.1148
1998-02-03,592.8466
1998-02-04,600.8825
1998-02-05,599.4762
1998-02-06,598.4717
1998-02-09,601.6861
1998-02-10,603.0923
1998-02-11,602.2888
1998-02-12,599.6771
1998-02-13,601.887
1998-02-16,598.6726
1998-02-17,598.1704
1998-02-18,597.2663
1998-02-19,600.0789
1998-02-20,596.6636
1998-02-23,589.0296
1998-02-24,585.0116
1998-02-25,586.217
1998-02-26,591.4403
1998-02-27,600.4807
1998-03-02,600.5732
1998-03-03,596.7632
1998-03-04,593.1538
1998-03-05,587.9401
1998-03-06,589.9454
1998-03-09,590.0456
1998-03-10,593.1538
1998-03-11,590.2462
1998-03-12,590.1459
1998-03-13,591.7501
1998-03-16,590.1459
1998-03-17,584.9322
1998-03-18,583.328
1998-03-19,584.1301
1998-03-20,584.5312
1998-03-23,598.969
1998-03-24,600.3727
1998-03-25,599.1695
1998-03-26,604.1827
1998-03-27,606.7895
1998-03-30,604.3832
1998-03-31,602.9795
1998-04-01,599.4645
1998-04-02,604.4683
1998-04-03,616.4776
1998-04-06,618.0789
1998-04-07,619.48
1998-04-08,618.6793
1998-04-09,616.8779
1998-04-10,620.9811
1998-04-13,621.8818
1998-04-14,616.4776
1998-04-15,614.4761
1998-04-16,616.2775
1998-04-17,615.4769
1998-04-20,615.8772
1998-04-21,621.4815
1998-04-22,626.4854
1998-04-23,628.0866
1998-04-24,625.2845
1998-04-27,619.2798
1998-04-28,615.8772
1998-04-29,620.4807
1998-04-30,613.2752
1998-05-01,603.3544
1998-05-04,607.55
1998-05-05,605.5521
1998-05-06,600.3577
1998-05-07,596.0622
1998-05-08,598.5596
1998-05-11,599.5585
1998-05-12,594.7636
1998-05-13,595.7626
1998-05-14,597.1611
1998-05-15,601.3566
1998-05-18,597.9602
1998-05-19,596.1621
1998-05-20,598.16
1998-05-21,601.1568
1998-05-22,598.5596
1998-05-25,598.3598
1998-05-26,589.9688
1998-05-27,586.5724
1998-05-28,585.074
1998-05-29,584.7743
1998-06-01,575.0775
1998-06-02,581.0637
1998-06-03,584.4559
1998-06-04,585.6531
1998-06-05,581.4628
1998-06-08,590.6417
1998-06-09,585.4536
1998-06-10,584.6554
1998-06-11,571.8848
1998-06-12,570.1887
1998-06-15,567.894
1998-06-16,575.4765
1998-06-17,585.0545
1998-06-18,584.6554
1998-06-19,595.6302
1998-06-22,589.0453
1998-06-23,588.2472
1998-06-24,583.8573
1998-06-25,585.9525
1998-06-26,585.8527
1998-06-29,585.4536
1998-06-30,592.0385
1998-07-01,590.3164
1998-07-02,585.1347
1998-07-03,586.9284
1998-07-06,583.9389
1998-07-07,587.5263
1998-07-08,583.9389
1998-07-09,580.8498
1998-07-10,579.1558
1998-07-13,580.7502
1998-07-14,583.7396
1998-07-15,584.9354
1998-07-16,584.3375
1998-07-17,586.4302
1998-07-20,589.7185
1998-07-21,587.1277
1998-07-22,585.7326
1998-07-23,584.3375
1998-07-24,580.3516
1998-07-27,578.1593
1998-07-28,580.9495
1998-07-29,577.5615
1998-07-30,575.4688
1998-07-31,570.3868
1998-08-03,564.3142
1998-08-04,574.6649
1998-08-05,572.6744
1998-08-06,571.4801
1998-08-07,570.0867
1998-08-10,571.6792
1998-08-11,564.7123
1998-08-12,562.3237
1998-08-13,567.4991
1998-08-14,564.9114
1998-08-17,566.9019
1998-08-18,566.7028
1998-08-19,563.518
1998-08-20,567.1009
1998-08-21,566.4043
1998-08-24,566.1057
1998-08-25,562.9208
1998-08-26,561.3284
1998-08-27,549.9824
1998-08-28,545.6033
1998-08-31,550.1815
1998-09-01,553.8827
1998-09-02,556.4672
1998-09-03,566.0101
1998-09-04,569.7874
1998-09-07,572.9684
1998-09-08,568.197
1998-09-09,564.6184
1998-09-10,576.9446
1998-09-11,583.5053
1998-09-14,576.7458
1998-09-15,575.9505
1998-09-16,571.7755
1998-09-17,578.9327
1998-09-18,578.9327
1998-09-21,573.9624
1998-09-22,571.7755
1998-09-23,575.5529
1998-09-24,584.3005
1998-09-25,584.3005
1998-09-28,587.4815
1998-09-29,585.4934
1998-09-30,589.8672
1998-10-01,594.1799
1998-10-02,595.5681
1998-10-05,587.8335
1998-10-06,587.0402
1998-10-07,597.5514
1998-10-08,593.7832
1998-10-09,588.0318
1998-10-12,587.0402
1998-10-13,587.6352
1998-10-14,586.8419
1998-10-15,592.9899
1998-10-16,594.3782
1998-10-19,586.8419
1998-10-20,587.0402
1998-10-21,585.057
1998-10-22,579.7022
1998-10-23,580.4955
1998-10-26,579.603
1998-10-27,581.8838
1998-10-28,580.6938
1998-10-29,581.8838
1998-10-30,579.7022
1998-11-02,575.1407
1998-11-03,572.9592
1998-11-04,576.1324
1998-11-05,582.4787
1998-11-06,580.6938
1998-11-09,580.0988
1998-11-10,581.0905
1998-11-11,580.4955
1998-11-12,588.0318
1998-11-13,586.2469
1998-11-16,584.462
1998-11-17,583.6687
1998-11-18,589.0234
1998-11-19,586.0486
1998-11-20,586.6435
1998-11-23,588.0318
1998-11-24,587.0402
1998-11-25,587.8335
1998-11-26,587.6352
1998-11-27,586.2469
1998-11-30,580.4955
1998-12-01,582.4372
1998-12-02,581.0481
1998-12-03,578.6668
1998-12-04,579.9567
1998-12-07,585.2155
1998-12-08,582.2388
1998-12-09,583.0326
1998-12-10,583.4295
1998-12-11,576.6823
1998-12-14,577.6745
1998-12-15,580.4528
1998-12-16,585.017
1998-12-17,578.4683
1998-12-18,573.5072
1998-12-21,572.9119
1998-12-22,571.2251
1998-12-23,568.5461
1998-12-24,567.7523
1998-12-25,568.5461
1998-12-28,568.5461
1998-12-29,567.5538
1998-12-30,569.3398
1998-12-31,571.5227
1999-01-04,568.3497
1999-01-05,567.5578
1999-01-06,569.1415
1999-01-07,576.6641
1999-01-08,576.0702
1999-01-11,579.3366
1999-01-12,570.7252
1999-01-13,567.5578
1999-01-14,567.3598
1999-01-15,567.7558
1999-01-18,567.5578
1999-01-19,566.766
1999-01-20,568.1517
1999-01-21,569.1415
1999-01-22,566.766
1999-01-25,569.3395
1999-01-26,565.9741
1999-01-27,560.4312
1999-01-28,562.0149
1999-01-29,566.37
1999-02-01,570.4268
1999-02-02,570.229
1999-02-03,568.0541
1999-02-04,571.8108
1999-02-05,570.0313
1999-02-08,571.9097
1999-02-09,568.2518
1999-02-10,567.4609
1999-02-11,568.4495
1999-02-12,572.0085
1999-02-15,571.9097
1999-02-16,563.9019
1999-02-17,562.7156
1999-02-18,564.4951
1999-02-19,569.4382
1999-02-22,567.2632
1999-02-23,567.4609
1999-02-24,568.4495
1999-02-25,568.4495
1999-02-26,566.67
1999-03-01,564.2629
1999-03-02,565.15
1999-03-03,565.3471
1999-03-04,567.1212
1999-03-05,567.5155
1999-03-08,573.6263
1999-03-09,575.0061
1999-03-10,577.1745
1999-03-11,579.3428
1999-03-12,575.7946
1999-03-15,565.15
1999-03-16,558.645
1999-03-17,559.2363
1999-03-18,557.8565
1999-03-19,559.8277
1999-03-22,560.2219
1999-03-23,560.4191
1999-03-24,559.4334
1999-03-25,558.2507
1999-03-26,550.9572
1999-03-29,552.1399
1999-03-30,549.9716
1999-03-31,551.5485
1999-04-01,548.349
1999-04-02,546.0006
1999-04-05,544.4351
1999-04-06,547.4684
1999-04-07,548.1533
1999-04-08,548.7404
1999-04-09,550.5017
1999-04-12,553.0458
1999-04-13,554.0243
1999-04-14,550.306
1999-04-15,555.2964
1999-04-16,555.0028
1999-04-19,556.3727
1999-04-20,555.9813
1999-04-21,555.0028
1999-04-22,554.4157
1999-04-23,554.4157
1999-04-26,549.9146
1999-04-27,551.3824
1999-04-28,552.8501
1999-04-29,559.3082
1999-04-30,560.4824
1999-05-03,559.8953
1999-05-04,558.3297
1999-05-05,561.8523
1999-05-06,565.7663
1999-05-07,552.8501
1999-05-10,543.6523
1999-05-11,544.0437
1999-05-12,541.6953
1999-05-13,543.0652
1999-05-14,539.5426
1999-05-17,536.6071
1999-05-18,535.8243
1999-05-19,534.063
1999-05-20,536.6071
1999-05-21,533.7695
1999-05-24,532.6931
1999-05-25,528.9748
1999-05-26,526.235
1999-05-27,528.9748
1999-05-28,528.3877
1999-05-31,528.5834
1999-06-01,523.2995
1999-06-02,518.9942
1999-06-03,519.5813
1999-06-04,518.7985
1999-06-07,519.3856
1999-06-08,512.7318
1999-06-09,507.0565
1999-06-10,505.2952
1999-06-11,509.6006
1999-06-14,509.3071
1999-06-15,506.6651
1999-06-16,505.2952
1999-06-17,505.2952
1999-06-18,507.4479
1999-06-21,506.4694
1999-06-22,505.0995
1999-06-23,509.6006
1999-06-24,510.1877
1999-06-25,507.6436
1999-06-28,509.4049
1999-06-29,509.7963
1999-06-30,513.221
1999-07-01,513.5353
1999-07-02,513.145
1999-07-05,510.9012
1999-07-06,501.4383
1999-07-07,501.2432
1999-07-08,499.975
1999-07-09,501.0481
1999-07-12,498.3165
1999-07-13,498.7067
1999-07-14,495.0972
1999-07-15,495.1947
1999-07-16,494.6094
1999-07-19,493.6338
1999-07-20,493.8289
1999-07-21,497.3409
1999-07-22,498.9018
1999-07-23,496.5605
1999-07-26,494.6094
1999-07-27,495.1947
1999-07-28,495.3898
1999-07-29,500.4627
1999-07-30,498.9018
1999-08-02,496.1504
1999-08-03,497.9022
1999-08-04,498.0969
1999-08-05,497.3183
1999-08-06,498.2915
1999-08-09,500.238
1999-08-10,500.8219
1999-08-11,503.5469
1999-08-12,507.0505
1999-08-13,506.8559
1999-08-16,505.688
1999-08-17,508.6077
1999-08-18,504.9094
1999-08-19,502.671
1999-08-20,500.6273
1999-08-23,494.3986
1999-08-24,492.4522
1999-08-25,491.0896
1999-08-26,491.4789
1999-08-27,493.4254
1999-08-30,493.8147
1999-08-31,496.929
1999-09-01,491.2681
1999-09-02,494.3675
1999-09-03,492.0429
1999-09-06,493.0115
1999-09-07,495.3361
1999-09-08,495.7236
1999-09-09,497.8545
1999-09-10,496.4984
1999-09-13,496.3047
1999-09-14,498.2419
1999-09-15,496.8859
1999-09-16,495.5298
1999-09-17,493.9801
1999-09-20,493.4958
1999-09-21,504.4409
1999-09-22,511.4147
1999-09-23,515.2891
1999-09-24,520.132
1999-09-27,546.7682
1999-09-28,598.2002
1999-09-29,584.0588
1999-09-30,578.2473
1999-10-01,588.4315
1999-10-04,612.9898
1999-10-05,630.3933
1999-10-06,627.4927
1999-10-07,623.2385
1999-10-08,617.8241
1999-10-11,614.9235
1999-10-12,612.0229
1999-10-13,620.2413
1999-10-14,604.288
1999-10-15,607.9621
1999-10-18,600.904
1999-10-19,595.1029
1999-10-20,589.0116
1999-10-21,585.9177
1999-10-22,583.7906
1999-10-25,576.2491
1999-10-26,556.9119
1999-10-27,566.2904
1999-10-28,576.2491
1999-10-29,576.8292
1999-11-01,559.4798
1999-11-02,561.4124
1999-11-03,561.4124
1999-11-04,564.3113
1999-11-05,559.4798
1999-11-08,558.5135
1999-11-09,564.3113
1999-11-10,575.5202
1999-11-11,567.5966
1999-11-12,561.9922
1999-11-15,562.3787
1999-11-16,568.1764
1999-11-17,568.1764
1999-11-18,567.6933
1999-11-19,569.1427
1999-11-22,568.1764
1999-11-23,575.4235
1999-11-24,576.6797
1999-11-25,575.9067
1999-11-26,575.4235
1999-11-29,561.7989
1999-11-30,561.4124
1999-12-01,558.9967
1999-12-02,549.817
1999-12-03,540.3474
1999-12-06,533.5833
1999-12-07,546.5316
1999-12-08,544.9855
1999-12-09,536.7721
1999-12-10,538.8013
1999-12-13,540.3474
1999-12-14,540.5406
1999-12-15,545.9518
1999-12-16,544.4058
1999-12-17,547.4979
1999-12-20,548.8507
1999-12-21,554.1652
1999-12-22,554.2619
1999-12-23,554.0686
1999-12-24,555.6147
1999-12-27,555.6147
1999-12-28,559.0933
1999-12-29,560.8326
1999-12-30,556.1944
1999-12-31,555.6147
2000-01-03,555.8957
2000-01-04,543.7566
2000-01-05,540.9627
2000-01-06,541.1554
2000-01-07,542.4078
2000-01-10,541.6371
2000-01-11,545.2981
2000-01-12,543.5639
2000-01-13,547.2249
2000-01-14,546.8396
2000-01-17,549.6335
2000-01-18,555.6067
2000-01-19,557.1482
2000-01-20,555.414
2000-01-21,556.2811
2000-01-24,553.7762
2000-01-25,550.3079
2000-01-26,550.5006
2000-01-27,552.2347
2000-01-28,544.8164
2000-01-31,545.0091
2000-02-01,540.65
2000-02-02,544.9599
2000-02-03,550.036
2000-02-04,602.9996
2000-02-07,576.1826
2000-02-08,570.8192
2000-02-09,584.2277
2000-02-10,606.1602
2000-02-11,594.1883
2000-02-14,588.0587
2000-02-15,576.5657
2000-02-16,577.5234
2000-02-17,575.6079
2000-02-18,581.9291
2000-02-21,584.2277
2000-02-22,583.7488
2000-02-23,573.884
2000-02-24,571.0107
2000-02-25,559.5177
2000-02-28,558.8473
2000-02-29,558.8473
2000-03-01,552.3774
2000-03-02,546.5829
2000-03-03,547.7228
2000-03-06,546.013
2000-03-07,553.9923
2000-03-08,547.3429
2000-03-09,552.3774
2000-03-10,548.1028
2000-03-13,550.9526
2000-03-14,548.1028
2000-03-15,548.1028
2000-03-16,543.3532
2000-03-17,539.5536
2000-03-20,542.4033
2000-03-21,550.0027
2000-03-22,546.203
2000-03-23,541.7384
2000-03-24,540.5035
2000-03-27,531.5742
2000-03-28,530.2444
2000-03-29,524.3549
2000-03-30,524.8298
2000-03-31,529.4844
2000-04-03,527.6563
2000-04-04,539.8082
2000-04-05,533.5424
2000-04-06,531.6437
2000-04-07,531.074
2000-04-10,534.4918
2000-04-11,534.0171
2000-04-12,534.9664
2000-04-13,534.112
2000-04-14,536.3905
2000-04-17,533.5424
2000-04-18,533.0677
2000-04-19,532.4032
2000-04-20,530.6943
2000-04-21,530.6943
2000-04-24,530.3146
2000-04-25,527.8462
2000-04-26,522.9095
2000-04-27,525.5677
2000-04-28,518.8273
2000-05-01,518.2222
2000-05-02,522.4894
2000-05-03,527.2306
2000-05-04,530.5495
2000-05-05,528.5582
2000-05-08,523.9117
2000-05-09,525.3341
2000-05-10,526.2824
2000-05-11,522.8687
2000-05-12,523.248
2000-05-15,522.2997
2000-05-16,522.1101
2000-05-17,517.9377
2000-05-18,517.9377
2000-05-19,519.6446
2000-05-22,522.4894
2000-05-23,519.8342
2000-05-24,518.317
2000-05-25,512.0585
2000-05-26,515.4723
2000-05-29,515.6619
2000-05-30,517.1791
2000-05-31,515.6619
2000-06-01,514.1962
2000-06-02,530.1381
2000-06-05,537.8732
2000-06-06,544.8537
2000-06-07,541.4578
2000-06-08,536.1753
2000-06-09,535.0433
2000-06-12,540.5145
2000-06-13,538.6279
2000-06-14,549.9476
2000-06-15,546.363
2000-06-16,545.231
2000-06-19,539.5712
2000-06-20,539.4769
2000-06-21,539.2882
2000-06-22,538.2506
2000-06-23,533.7227
2000-06-26,535.3263
2000-06-27,539.0052
2000-06-28,551.7398
2000-06-29,545.0424
2000-06-30,546.646
2000-07-03,541.4279
2000-07-04,539.2633
2000-07-05,534.3695
2000-07-06,533.146
2000-07-07,533.2401
2000-07-10,533.993
2000-07-11,531.2638
2000-07-12,527.7816
2000-07-13,527.0287
2000-07-14,528.9109
2000-07-17,533.2401
2000-07-18,531.5461
2000-07-19,524.9582
2000-07-20,527.0287
2000-07-21,527.2169
2000-07-24,525.1465
2000-07-25,524.77
2000-07-26,526.0876
2000-07-27,523.7348
2000-07-28,523.5465
2000-07-31,521.382
2000-08-01,521.382
2000-08-02,521.9466
2000-08-03,515.1706
2000-08-04,513.853
2000-08-07,514.7941
2000-08-08,513.853
2000-08-09,512.9119
2000-08-10,512.9119
2000-08-11,517.4293
2000-08-14,516.6764
2000-08-15,516.4881
2000-08-16,521.2879
2000-08-17,522.0408
2000-08-18,520.2526
2000-08-21,517.6175
2000-08-22,514.7941
2000-08-23,510.0885
2000-08-24,513.2883
2000-08-25,515.7352
2000-08-28,515.4529
2000-08-29,514.0412
2000-08-30,515.547
2000-08-31,522.3231
2000-09-01,517.7443
2000-09-04,518.2124
2000-09-05,515.4973
2000-09-06,513.2503
2000-09-07,512.2204
2000-09-08,510.6288
2000-09-11,511.565
2000-09-12,510.816
2000-09-13,510.3479
2000-09-14,509.5053
2000-09-15,509.6925
2000-09-18,508.4754
2000-09-19,509.318
2000-09-20,504.0751
2000-09-21,506.5093
2000-09-22,509.1308
2000-09-25,513.1567
2000-09-26,513.2503
2000-09-27,521.2084
2000-09-28,515.4973
2000-09-29,513.063
2000-10-02,510.5896
2000-10-03,508.4399
2000-10-04,505.636
2000-10-05,504.8883
2000-10-06,503.5798
2000-10-09,505.3556
2000-10-10,509.3745
2000-10-11,506.5706
2000-10-12,516.6647
2000-10-13,509.1876
2000-10-16,508.0661
2000-10-17,506.5706
2000-10-18,505.4491
2000-10-19,505.8229
2000-10-20,506.9445
2000-10-23,504.8883
2000-10-24,504.7948
2000-10-25,498.159
2000-10-26,495.542
2000-10-27,494.0466
2000-10-30,494.6074
2000-10-31,494.9812
2000-11-01,493.2023
2000-11-02,493.9496
2000-11-03,494.8837
2000-11-06,494.6035
2000-11-07,493.4826
2000-11-08,494.8837
2000-11-09,496.0046
2000-11-10,493.9496
2000-11-13,493.576
2000-11-14,493.9496
2000-11-15,495.0705
2000-11-16,496.1914
2000-11-17,496.098
2000-11-20,497.1255
2000-11-21,496.1914
2000-11-22,497.686
2000-11-23,496.4717
2000-11-24,496.3783
2000-11-27,504.0378
2000-11-28,503.0103
2000-11-29,498.2465
2000-11-30,504.5983
2000-12-01,503.1125
2000-12-04,506.3837
2000-12-05,504.8883
2000-12-06,513.4869
2000-12-07,511.2438
2000-12-08,509.3745
2000-12-11,505.2622
2000-12-12,506.7576
2000-12-13,502.7387
2000-12-14,503.7667
2000-12-15,505.9164
2000-12-18,504.7014
2000-12-19,504.7014
2000-12-20,511.0569
2000-12-21,512.1784
2000-12-22,511.6177
2000-12-25,511.3373
2000-12-26,512.5523
2000-12-27,514.6085
2000-12-28,509.0007
2000-12-29,508.7203
2001-01-02,498.9303
2001-01-03,498.5587
2001-01-04,496.5155
2001-01-05,497.5371
2001-01-08,498.1872
2001-01-09,497.0727
2001-01-10,491.4073
2001-01-11,490.1999
2001-01-12,490.3857
2001-01-15,489.2711
2001-01-16,489.0854
2001-01-17,489.364
2001-01-18,491.8717
2001-01-19,491.5002
2001-01-22,495.401
2001-01-23,494.658
2001-01-24,491.6859
2001-01-25,491.6859
2001-01-26,488.1566
2001-01-29,488.3424
2001-01-30,493.3577
2001-01-31,493.3577
2001-02-01,496.5736
2001-02-02,494.4459
2001-02-05,490.8382
2001-02-06,487.323
2001-02-07,486.7679
2001-02-08,482.2351
2001-02-09,481.7726
2001-02-12,483.0677
2001-02-13,482.3276
2001-02-14,480.385
2001-02-15,473.262
2001-02-16,478.6274
2001-02-19,479.9225
2001-02-20,473.632
2001-02-21,477.8873
2001-02-22,478.8124
2001-02-23,483.4377
2001-02-26,493.2434
2001-02-27,495.8335
2001-02-28,493.9834
2001-03-01,489.9085
2001-03-02,484.5553
2001-03-05,485.2937
2001-03-06,480.8635
2001-03-07,483.817
2001-03-08,491.3853
2001-03-09,502.0916
2001-03-12,502.6454
2001-03-13,493.785
2001-03-14,485.1091
2001-03-15,480.6789
2001-03-16,477.1716
2001-03-19,480.6789
2001-03-20,482.5248
2001-03-21,485.1091
2001-03-22,483.0786
2001-03-23,483.817
2001-03-26,484.3707
2001-03-27,482.1556
2001-03-28,479.5713
2001-03-29,477.7254
2001-03-30,475.6949
2001-04-02,469.3999
2001-04-03,472.1578
2001-04-04,475.2834
2001-04-05,474.9157
2001-04-06,477.3979
2001-04-09,474.8238
2001-04-10,473.0771
2001-04-11,475.2834
2001-04-12,477.8575
2001-04-13,477.8575
2001-04-16,483.833
2001-04-17,479.4203
2001-04-18,479.88
2001-04-19,487.6941
2001-04-20,486.1313
2001-04-23,484.0169
2001-04-24,485.4878
2001-04-25,481.9025
2001-04-26,485.212
2001-04-27,485.0281
2001-04-30,485.0281
2001-05-01,483.3937
2001-05-02,485.224
2001-05-03,486.6883
2001-05-04,486.6883
2001-05-07,486.5968
2001-05-08,484.4919
2001-05-09,493.5521
2001-05-10,491.9048
2001-05-11,490.1659
2001-05-14,491.0811
2001-05-15,490.8065
2001-05-16,497.7619
2001-05-17,500.2328
2001-05-18,523.4782
2001-05-21,521.9224
2001-05-22,521.6478
2001-05-23,518.9023
2001-05-24,510.4827
2001-05-25,507.7372
2001-05-28,507.7372
2001-05-29,500.7819
2001-05-30,486.5052
2001-05-31,486.5052
2001-06-01,487.4212
2001-06-04,484.7717
2001-06-05,486.2335
2001-06-06,486.0507
2001-06-07,486.2335
2001-06-08,498.8416
2001-06-11,489.2484
2001-06-12,496.2834
2001-06-13,497.7452
2001-06-14,503.227
2001-06-15,495.0043
2001-06-18,498.2934
2001-06-19,499.5725
2001-06-20,497.7452
2001-06-21,498.1106
2001-06-22,497.5625
2001-06-25,500.212
2001-06-26,504.3233
2001-06-27,497.0143
2001-06-28,491.7152
2001-06-29,494.4561
2001-07-02,493.1004
2001-07-03,490.535
2001-07-04,490.535
2001-07-05,485.7707
2001-07-06,487.4199
2001-07-09,488.1529
2001-07-10,487.6031
2001-07-11,492.0009
2001-07-12,488.5193
2001-07-13,489.4355
2001-07-16,489.0691
2001-07-17,491.4512
2001-07-18,495.6657
2001-07-19,493.2836
2001-07-20,494.5663
2001-07-23,492.1842
2001-07-24,493.8333
2001-07-25,490.535
2001-07-26,488.1529
2001-07-27,490.3517
2001-07-30,485.5875
2001-07-31,488.5193
2001-08-01,489.802
2001-08-02,490.1685
2001-08-03,491.4512
2001-08-06,490.1685
2001-08-07,489.9853
2001-08-08,491.268
2001-08-09,500.7965
2001-08-10,502.0791
2001-08-13,505.3775
2001-08-14,506.1104
2001-08-15,505.3775
2001-08-16,504.0948
2001-08-17,511.2412
2001-08-20,505.5607
2001-08-21,503.5451
2001-08-22,502.6289
2001-08-23,504.4613
2001-08-24,499.5138
2001-08-27,499.5138
2001-08-28,498.4143
2001-08-29,501.1629
2001-08-30,503.9115
2001-08-31,502.4456
2001-09-03,498.4583
2001-09-04,495.9956
2001-09-05,495.722
2001-09-06,497.3638
2001-09-07,497.8198
2001-09-10,495.2659
2001-09-11,521.7166
2001-09-12,507.1231
2001-09-13,512.5957
2001-09-14,520.4397
2001-09-17,527.554
2001-09-18,524.4529
2001-09-19,528.8309
2001-09-20,526.0947
2001-09-21,531.2024
2001-09-24,527.1892
2001-09-25,527.6452
2001-09-26,533.5738
2001-09-27,531.5672
2001-09-28,533.4826
2001-10-01,533.4535
2001-10-02,529.3353
2001-10-03,529.3353
2001-10-04,530.0674
2001-10-05,532.1723
2001-10-08,533.8196
2001-10-09,526.6813
2001-10-10,520.9157
2001-10-11,514.3265
2001-10-12,520.1836
2001-10-15,514.6925
2001-10-16,514.5095
2001-10-17,516.5229
2001-10-18,511.0318
2001-10-19,511.3979
2001-10-22,503.8935
2001-10-23,504.6256
2001-10-24,503.7105
2001-10-25,507.0051
2001-10-26,507.1881
2001-10-29,509.9336
2001-10-30,512.6792
2001-10-31,511.3979
2001-11-01,512.8128
2001-11-02,512.8128
2001-11-05,510.796
2001-11-06,512.7211
2001-11-07,513.7295
2001-11-08,508.5959
2001-11-09,508.2292
2001-11-12,509.6959
2001-11-13,508.7792
2001-11-14,508.0458
2001-11-15,504.0123
2001-11-16,503.4622
2001-11-19,500.0704
2001-11-20,500.6204
2001-11-21,500.7121
2001-11-22,499.7954
2001-11-23,499.887
2001-11-26,500.3454
2001-11-27,501.2621
2001-11-28,502.5455
2001-11-29,501.9955
2001-11-30,502.6372
2001-12-03,510.4266
2001-12-04,507.1133
2001-12-05,504.1682
2001-12-06,504.9045
2001-12-07,504.9045
2001-12-10,501.5912
2001-12-11,501.5912
2001-12-12,504.3523
2001-12-13,504.3523
2001-12-14,512.0832
2001-12-17,510.9788
2001-12-18,515.5806
2001-12-19,507.4815
2001-12-20,507.8496
2001-12-21,511.531
2001-12-24,511.3469
2001-12-25,513.5558
2001-12-26,513.5558
2001-12-27,509.5062
2001-12-28,508.5859
2001-12-31,513.0036
2002-01-02,511.6612
2002-01-03,510.9266
2002-01-04,511.8449
2002-01-07,511.4776
2002-01-08,512.0286
2002-01-09,519.9257
2002-01-10,526.1699
2002-01-11,527.6392
2002-01-14,523.5988
2002-01-15,522.1296
2002-01-16,527.6392
2002-01-17,521.9459
2002-01-18,520.293
2002-01-21,518.4565
2002-01-22,517.0791
2002-01-23,512.3959
2002-01-24,511.5694
2002-01-25,512.7632
2002-01-28,512.0286
2002-01-29,517.1709
2002-01-30,517.5382
2002-01-31,518.0892
2002-02-01,523.1838
2002-02-04,529.4034
2002-02-05,544.2209
2002-02-06,542.2086
2002-02-07,548.4283
2002-02-08,555.1967
2002-02-11,547.3307
2002-02-12,548.7942
2002-02-13,546.9648
2002-02-14,548.4283
2002-02-15,544.4038
2002-02-18,544.2209
2002-02-19,535.5316
2002-02-20,532.6962
2002-02-21,535.0743
2002-02-22,535.0743
2002-02-25,534.7084
2002-02-26,544.2209
2002-02-27,541.294
2002-02-28,542.7574
2002-03-01,541.9048
2002-03-04,539.54
2002-03-05,534.2646
2002-03-06,533.1732
2002-03-07,527.534
2002-03-08,526.6245
2002-03-11,528.6255
2002-03-12,534.4465
2002-03-13,533.537
2002-03-14,529.1712
2002-03-15,527.1702
2002-03-18,531.536
2002-03-19,532.5365
2002-03-20,531.536
2002-03-21,532.8093
2002-03-22,541.1771
2002-03-25,542.0867
2002-03-26,539.1761
2002-03-27,549.1811
2002-03-28,550.0906
2002-03-29,550.1816
2002-04-01,548.2974
2002-04-02,552.8199
2002-04-03,547.2121
2002-04-04,544.0464
2002-04-05,542.3279
2002-04-08,542.8706
2002-04-09,539.6144
2002-04-10,545.4031
2002-04-11,546.9407
2002-04-12,546.1267
2002-04-15,541.9661
2002-04-16,539.0717
2002-04-17,545.9458
2002-04-18,548.8401
2002-04-19,546.4885
2002-04-22,547.4834
2002-04-23,548.8401
2002-04-24,549.5637
2002-04-25,556.076
2002-04-26,562.7692
2002-04-29,562.2265
2002-04-30,557.3423
2002-05-01,558.0659
2002-05-02,556.4378
2002-05-03,563.8546
