"Date";"Value"
"11/23/2011";1,3334
"11/25/2011";1,3232
"11/28/2011";1,3309
"11/29/2011";1,3331
"11/30/2011";1,3441
"12/01/2011";1,3458
"12/02/2011";1,3401
"12/05/2011";1,3389
"12/06/2011";1,3397
"12/07/2011";1,3409
"12/08/2011";1,3343
"12/09/2011";1,3376
"12/12/2011";1,3185
"12/13/2011";1,3033
"12/14/2011";1,2977
"12/15/2011";1,3016
"12/16/2011";1,3034
"12/19/2011";1,2993
"12/20/2011";1,3081
"12/21/2011";1,3038
"12/22/2011";1,3047
"12/23/2011";1,3038
"12/27/2011";1,3065
"12/28/2011";1,2939
"12/29/2011";1,2959
"12/30/2011";1,294
"01/03/2012";1,3044
"01/04/2012";1,2943
"01/05/2012";1,2779
"01/06/2012";1,2717
"01/09/2012";1,2763
"01/10/2012";1,2775
"01/11/2012";1,2705
"01/12/2012";1,282
"01/13/2012";1,2681
"01/17/2012";1,2738
"01/18/2012";1,286
"01/19/2012";1,2962
"01/20/2012";1,2933
"01/23/2012";1,3026
"01/24/2012";1,302
"01/25/2012";1,3106
"01/26/2012";1,3103
"01/27/2012";1,3215
"01/30/2012";1,3134
"01/31/2012";1,3077
"02/01/2012";1,3159
"02/02/2012";1,3143
"02/03/2012";1,3141
"02/06/2012";1,3123
"02/07/2012";1,3262
"02/08/2012";1,3255
"02/09/2012";1,3285
"02/10/2012";1,3177
"02/13/2012";1,3192
"02/14/2012";1,3118
"02/15/2012";1,3067
"02/16/2012";1,3133
"02/17/2012";1,3152
"02/21/2012";1,3236
"02/22/2012";1,3243
"02/23/2012";1,3371
"02/24/2012";1,3455
"02/27/2012";1,3394
"02/28/2012";1,3466
"02/29/2012";1,3324
"03/01/2012";1,3312
"03/02/2012";1,3204
"03/05/2012";1,3212
"03/06/2012";1,3111
"03/07/2012";1,3152
"03/08/2012";1,3273
"03/09/2012";1,3109
"03/12/2012";1,3155
"03/13/2012";1,3082
"03/14/2012";1,3028
"03/15/2012";1,3081
"03/16/2012";1,3173
"03/19/2012";1,3239
"03/20/2012";1,3224
"03/21/2012";1,3215
"03/22/2012";1,3196
"03/23/2012";1,3267
"03/26/2012";1,3356
"03/27/2012";1,3312
"03/28/2012";1,3314
"03/29/2012";1,3301
"03/30/2012";1,3344
"04/02/2012";1,3321
"04/03/2012";1,3233
"04/04/2012";1,3139
"04/05/2012";1,3066
"04/09/2012";1,3107
"04/10/2012";1,3081
"04/11/2012";1,3107
"04/12/2012";1,3188
"04/13/2012";1,3072
"04/16/2012";1,3141
"04/17/2012";1,3124
"04/18/2012";1,3119
"04/19/2012";1,3136
"04/20/2012";1,3221
"04/23/2012";1,316
"04/24/2012";1,319
"04/25/2012";1,3216
"04/26/2012";1,3238
"04/27/2012";1,3246
"04/30/2012";1,3239
"05/01/2012";1,3234
"05/02/2012";1,3159
"05/03/2012";1,3149
"05/04/2012";1,3085
"05/07/2012";1,305
"05/08/2012";1,3002
"05/09/2012";1,2935
"05/10/2012";1,2937
"05/11/2012";1,2918
"05/14/2012";1,2824
"05/15/2012";1,2728
"05/16/2012";1,2718
"05/17/2012";1,2691
"05/18/2012";1,2769
"05/21/2012";1,2814
"05/22/2012";1,2684
"05/23/2012";1,2579
"05/24/2012";1,2526
"05/25/2012";1,2514
"05/29/2012";1,249
"05/30/2012";1,2366
"05/31/2012";1,2361
"06/01/2012";1,2424
"06/04/2012";1,2494
"06/05/2012";1,245
"06/06/2012";1,2578
"06/07/2012";1,2558
"06/08/2012";1,2515
"06/11/2012";1,248
"06/12/2012";1,2502
"06/13/2012";1,2555
"06/14/2012";1,2632
"06/15/2012";1,2653
"06/18/2012";1,2572
"06/19/2012";1,2685
"06/20/2012";1,2701
"06/21/2012";1,2542
"06/22/2012";1,2569
"06/25/2012";1,2499
"06/26/2012";1,2495
"06/27/2012";1,2466
"06/28/2012";1,2439
"06/29/2012";1,2655
"07/02/2012";1,2579
"07/03/2012";1,2606
"07/05/2012";1,2391
"07/06/2012";1,229
"07/09/2012";1,2315
"07/10/2012";1,225
"07/11/2012";1,2237
"07/12/2012";1,22
"07/13/2012";1,2245
"07/16/2012";1,2272
"07/17/2012";1,2295
"07/18/2012";1,2281
"07/19/2012";1,228
"07/20/2012";1,216
"07/23/2012";1,2136
"07/24/2012";1,2062
"07/25/2012";1,2152
"07/26/2012";1,228
"07/27/2012";1,2317
"07/30/2012";1,2258
"07/31/2012";1,23
"08/01/2012";1,2224
"08/02/2012";1,2175
"08/03/2012";1,2382
"08/06/2012";1,2401
"08/07/2012";1,24
"08/08/2012";1,2363
"08/09/2012";1,2302
"08/10/2012";1,2288
"08/13/2012";1,2331
"08/14/2012";1,2321
"08/15/2012";1,2284
"08/16/2012";1,2357
"08/17/2012";1,2328
"08/20/2012";1,2344
"08/21/2012";1,2471
"08/22/2012";1,2521
"08/23/2012";1,256
"08/24/2012";1,2513
"08/27/2012";1,2496
"08/28/2012";1,2563
"08/29/2012";1,2526
"08/30/2012";1,2502
"08/31/2012";1,2573
"09/04/2012";1,256
"09/05/2012";1,2602
"09/06/2012";1,2631
"09/07/2012";1,2813
"09/10/2012";1,2757
"09/11/2012";1,2853
"09/12/2012";1,2901
"09/13/2012";1,2989
"09/14/2012";1,3125
"09/17/2012";1,311
"09/18/2012";1,3044
"09/19/2012";1,3048
"09/20/2012";1,2964
"09/21/2012";1,2986
"09/24/2012";1,2928
"09/25/2012";1,2902
"09/26/2012";1,287
"09/27/2012";1,2913
"09/28/2012";1,2847
"10/01/2012";1,2885
"10/02/2012";1,292
"10/03/2012";1,2903
"10/04/2012";1,3017
"10/05/2012";1,3031
"10/08/2012";1,2966
"10/09/2012";1,2878
"10/10/2012";1,2887
"10/11/2012";1,2924
"10/12/2012";1,2957
"10/15/2012";1,295
"10/16/2012";1,3056
"10/17/2012";1,3118
"10/18/2012";1,3065
"10/19/2012";1,3025
"10/22/2012";1,3059
"10/23/2012";1,2981
"10/24/2012";1,297
"10/25/2012";1,2928
"10/26/2012";1,2935
"10/29/2012";1,2899
"10/30/2012";1,2957
"10/31/2012";1,2957
"11/01/2012";1,2942
"11/02/2012";1,283
"11/05/2012";1,2791
"11/06/2012";1,2813
"11/07/2012";1,2769
"11/08/2012";1,275
"11/09/2012";1,2709
"11/12/2012";1,2707
"11/13/2012";1,2705
"11/14/2012";1,2735
"11/15/2012";1,2779
"11/16/2012";1,2741
"11/19/2012";1,2813
"11/20/2012";1,2815
"11/21/2012";1,2825
"11/23/2012";1,2977
"11/26/2012";1,2971
"11/27/2012";1,2939
"11/28/2012";1,294
"11/29/2012";1,2971
"11/30/2012";1,2997
"12/03/2012";1,3053
"12/04/2012";1,3093
"12/05/2012";1,3067
"12/06/2012";1,2971
"12/07/2012";1,2925
"12/10/2012";1,2942
"12/11/2012";1,3002
"12/12/2012";1,3074
"12/13/2012";1,3073
"12/14/2012";1,3162
"12/17/2012";1,3161
"12/18/2012";1,3225
"12/19/2012";1,3229
"12/20/2012";1,3242
"12/21/2012";1,3181
"12/24/2012";1,3188
"12/26/2012";1,322
"12/27/2012";1,3233
"12/28/2012";1,3215
"12/31/2012";1,3188
"01/02/2013";1,3182
"01/03/2013";1,305
"01/04/2013";1,3072
"01/07/2013";1,3116
"01/08/2013";1,308
"01/09/2013";1,3061
"01/10/2013";1,3258
"01/11/2013";1,3343
"01/14/2013";1,3372
"01/15/2013";1,3304
"01/16/2013";1,3287
"01/17/2013";1,3376
"01/18/2013";1,3313
"01/22/2013";1,332
"01/23/2013";1,3319
"01/24/2013";1,3377
"01/25/2013";1,3455
"01/28/2013";1,3455
"01/29/2013";1,3493
"01/30/2013";1,3565
"01/31/2013";1,3577
"02/01/2013";1,3646
"02/04/2013";1,3513
"02/05/2013";1,3584
"02/06/2013";1,3519
"02/07/2013";1,3395
"02/08/2013";1,3365
"02/11/2013";1,3404
"02/12/2013";1,3454
"02/13/2013";1,3448
"02/14/2013";1,3355
"02/15/2013";1,3362
"02/19/2013";1,339
"02/20/2013";1,3282
"02/21/2013";1,3186
"02/22/2013";1,3184
"02/25/2013";1,3079
"02/26/2013";1,3058
"02/27/2013";1,3139
"02/28/2013";1,306
"03/01/2013";1,3021
"03/04/2013";1,3027
"03/05/2013";1,3047
"03/06/2013";1,2976
"03/07/2013";1,3103
"03/08/2013";1,2998
"03/11/2013";1,3047
"03/12/2013";1,3034
"03/13/2013";1,2958
"03/14/2013";1,3
"03/15/2013";1,3068
"03/18/2013";1,2954
"03/19/2013";1,2879
"03/20/2013";1,2933
"03/21/2013";1,2898
"03/22/2013";1,2987
"03/25/2013";1,2852
"03/26/2013";1,2861
"03/27/2013";1,2779
"03/28/2013";1,2814
"04/01/2013";1,285
"04/02/2013";1,2818
"04/03/2013";1,2845
"04/04/2013";1,2934
"04/05/2013";1,2996
"04/08/2013";1,3007
"04/09/2013";1,3079
"04/10/2013";1,3069
"04/11/2013";1,3102
"04/12/2013";1,3107
"04/15/2013";1,3034
"04/16/2013";1,3175
"04/17/2013";1,3028
"04/18/2013";1,305
"04/19/2013";1,3053
"04/22/2013";1,3064
"04/23/2013";1,3002
"04/24/2013";1,3014
"04/25/2013";1,3009
"04/26/2013";1,3028
"04/29/2013";1,3099
"04/30/2013";1,3166
"05/01/2013";1,318
"05/02/2013";1,3063
"05/03/2013";1,3113
"05/06/2013";1,3075
"05/07/2013";1,3079
"05/08/2013";1,3152
"05/09/2013";1,3042
"05/10/2013";1,2989
"05/13/2013";1,2977
"05/14/2013";1,2918
"05/15/2013";1,2885
"05/16/2013";1,2881
"05/17/2013";1,2834
"05/20/2013";1,2882
"05/21/2013";1,2905
"05/22/2013";1,2859
"05/23/2013";1,2935
"05/24/2013";1,2935
"05/28/2013";1,2854
"05/29/2013";1,2938
"05/30/2013";1,3048
"05/31/2013";1,2995
"06/03/2013";1,3076
"06/04/2013";1,308
"06/05/2013";1,3093
"06/06/2013";1,3246
"06/07/2013";1,3214
"06/10/2013";1,3256
"06/11/2013";1,3313
"06/12/2013";1,3337
"06/13/2013";1,3374
"06/14/2013";1,3343
"06/17/2013";1,3367
"06/18/2013";1,3395
"06/19/2013";1,3295
"06/20/2013";1,3218
"06/21/2013";1,3121
"06/24/2013";1,3118
"06/25/2013";1,3083
"06/26/2013";1,3011
"06/27/2013";1,3036
"06/28/2013";1,301
"07/01/2013";1,3061
"07/02/2013";1,2979
"07/03/2013";1,3009
"07/05/2013";1,2829
"07/08/2013";1,2869
"07/09/2013";1,278
"07/10/2013";1,2976
"07/11/2013";1,3092
"07/12/2013";1,3067
"07/15/2013";1,3063
"07/16/2013";1,3163
"07/17/2013";1,3125
"07/18/2013";1,3108
"07/19/2013";1,3138
"07/22/2013";1,3186
"07/23/2013";1,3222
"07/24/2013";1,3198
"07/25/2013";1,3276
"07/26/2013";1,3279
"07/29/2013";1,3263
"07/30/2013";1,3262
"07/31/2013";1,33
"08/01/2013";1,3209
"08/02/2013";1,328
"08/05/2013";1,3258
"08/06/2013";1,3305
"08/07/2013";1,3336
"08/08/2013";1,3379
"08/09/2013";1,3342
"08/12/2013";1,3298
"08/13/2013";1,3263
"08/14/2013";1,3254
"08/15/2013";1,3343
"08/16/2013";1,3326
"08/19/2013";1,3333
"08/20/2013";1,3416
"08/21/2013";1,3354
"08/22/2013";1,3355
"08/23/2013";1,3378
"08/26/2013";1,3368
"08/27/2013";1,3391
"08/28/2013";1,3339
"08/29/2013";1,3237
"08/30/2013";1,3221
"09/03/2013";1,3172
"09/04/2013";1,3206
"09/05/2013";1,3117
"09/06/2013";1,3177
"09/09/2013";1,3252
"09/10/2013";1,3267
"09/11/2013";1,331
"09/12/2013";1,3299
"09/13/2013";1,3301
"09/16/2013";1,3334
"09/17/2013";1,3355
"09/18/2013";1,3523
"09/19/2013";1,3529
"09/20/2013";1,3522
"09/23/2013";1,3492
"09/24/2013";1,3472
"09/25/2013";1,3525
"09/26/2013";1,3488
"09/27/2013";1,352
"09/30/2013";1,3522
"10/01/2013";1,3527
"10/02/2013";1,358
"10/03/2013";1,3618
"10/04/2013";1,3553
"10/07/2013";1,358
"10/08/2013";1,3571
"10/09/2013";1,3522
"10/10/2013";1,3518
"10/11/2013";1,354
"10/14/2013";1,356
"10/15/2013";1,3524
"10/16/2013";1,3529
"10/17/2013";1,3675
"10/18/2013";1,3685
"10/21/2013";1,3677
"10/22/2013";1,3781
"10/23/2013";1,3776
"10/24/2013";1,3799
"10/25/2013";1,3804
"10/28/2013";1,3784
"10/29/2013";1,3745
"10/30/2013";1,3735
"10/31/2013";1,3584
"11/01/2013";1,349
"11/04/2013";1,3513
"11/05/2013";1,3474
"11/06/2013";1,3514
"11/07/2013";1,3416
"11/08/2013";1,3363
"11/11/2013";1,3404
"11/12/2013";1,3434
"11/13/2013";1,3488
"11/14/2013";1,3455
"11/15/2013";1,3493
"11/18/2013";1,3506
"11/19/2013";1,3538
"11/20/2013";1,3441
"11/21/2013";1,3478
"11/22/2013";1,3554
"11/25/2013";1,3517
"11/26/2013";1,3573
"11/27/2013";1,3577
"11/29/2013";1,3589
"12/02/2013";1,3541
"12/03/2013";1,3588
"12/04/2013";1,3593
"12/05/2013";1,3665
"12/06/2013";1,3704
"12/09/2013";1,3739
"12/10/2013";1,376
"12/11/2013";1,3786
"12/12/2013";1,3751
"12/13/2013";1,3736
"12/16/2013";1,3761
"12/17/2013";1,3764
"12/18/2013";1,3685
"12/19/2013";1,3662
"12/20/2013";1,3673
"12/23/2013";1,3694
"12/24/2013";1,3677
"12/26/2013";1,369
"12/27/2013";1,3741
"12/30/2013";1,3799
"12/31/2013";1,375
"01/02/2014";1,3669
"01/03/2014";1,3587
"01/06/2014";1,3627
"01/07/2014";1,3614
"01/08/2014";1,3577
"01/09/2014";1,3603
"01/10/2014";1,3666
"01/13/2014";1,367
"01/14/2014";1,3676
"01/15/2014";1,3603
"01/16/2014";1,362
"01/17/2014";1,3536
"01/21/2014";1,356
"01/22/2014";1,3546
"01/23/2014";1,3694
"01/24/2014";1,3676
"01/27/2014";1,3673
"01/28/2014";1,3669
"01/29/2014";1,3664
"01/30/2014";1,3554
"01/31/2014";1,3487
"02/03/2014";1,3529
"02/04/2014";1,3516
"02/05/2014";1,3531
"02/06/2014";1,359
"02/07/2014";1,3634
"02/10/2014";1,3643
"02/11/2014";1,3636
"02/12/2014";1,3593
"02/13/2014";1,3679
"02/14/2014";1,3691
"02/18/2014";1,3757
"02/19/2014";1,3732
"02/20/2014";1,3719
"02/21/2014";1,3736
"02/24/2014";1,3734
"02/25/2014";1,3743
"02/26/2014";1,3686
"02/27/2014";1,3709
"02/28/2014";1,3798
"03/03/2014";1,3733
"03/04/2014";1,3741
"03/05/2014";1,3733
"03/06/2014";1,3859
"03/07/2014";1,3872
"03/10/2014";1,3876
"03/11/2014";1,3859
"03/12/2014";1,3903
"03/13/2014";1,3867
"03/14/2014";1,3908
"03/17/2014";1,3922
"03/18/2014";1,3933
"03/19/2014";1,383
"03/20/2014";1,3777
"03/21/2014";1,3792
"03/24/2014";1,3838
"03/25/2014";1,3824
"03/26/2014";1,3782
"03/27/2014";1,3741
"03/28/2014";1,3752
"03/31/2014";1,3772
"04/01/2014";1,3792
"04/02/2014";1,3766
"04/03/2014";1,3718
"04/04/2014";1,3701
"04/07/2014";1,374
"04/08/2014";1,3796
"04/09/2014";1,3854
"04/10/2014";1,3887
"04/11/2014";1,3884
"04/14/2014";1,3819
"04/15/2014";1,3813
"04/16/2014";1,3815
"04/17/2014";1,3813
"04/21/2014";1,3793
"04/22/2014";1,3804
"04/23/2014";1,3817
"04/24/2014";1,3831
"04/25/2014";1,3833
"04/28/2014";1,3849
"04/29/2014";1,3811
"04/30/2014";1,3866
"05/01/2014";1,3867
"05/02/2014";1,3872
"05/05/2014";1,3874
"05/06/2014";1,3927
"05/07/2014";1,391
"05/08/2014";1,3838
"05/09/2014";1,3758
"05/12/2014";1,3755
"05/13/2014";1,3701
"05/14/2014";1,3714
"05/15/2014";1,371
"05/16/2014";1,3692
"05/19/2014";1,3708
"05/20/2014";1,3702
"05/21/2014";1,3685
"05/22/2014";1,3655
"05/23/2014";1,363
"05/27/2014";1,3635
"05/28/2014";1,359
"05/29/2014";1,3601
"05/30/2014";1,3631
"06/02/2014";1,3595
"06/03/2014";1,3627
"06/04/2014";1,3597
"06/05/2014";1,3659
"06/06/2014";1,3643
"06/09/2014";1,3591
"06/10/2014";1,3546
"06/11/2014";1,3529
"06/12/2014";1,3549
"06/13/2014";1,3536
"06/16/2014";1,3572
"06/17/2014";1,3546
"06/18/2014";1,3594
"06/19/2014";1,3606
"06/20/2014";1,36
"06/23/2014";1,3602
"06/24/2014";1,3605
"06/25/2014";1,3627
"06/26/2014";1,361
"06/27/2014";1,3646
"06/30/2014";1,3691
"07/01/2014";1,3679
"07/02/2014";1,3658
"07/03/2014";1,3608
"07/07/2014";1,3603
"07/08/2014";1,3609
"07/09/2014";1,3641
"07/10/2014";1,3608
"07/11/2014";1,3608
"07/14/2014";1,3618
"07/15/2014";1,3568
"07/16/2014";1,3525
"07/17/2014";1,3526
"07/18/2014";1,3524
"07/21/2014";1,3523
"07/22/2014";1,3465
"07/23/2014";1,3462
"07/24/2014";1,3461
"07/25/2014";1,3429
"07/28/2014";1,3438
"07/29/2014";1,3407
"07/30/2014";1,3395
"07/31/2014";1,3388
"08/01/2014";1,3429
"08/04/2014";1,342
"08/05/2014";1,3375
"08/06/2014";1,3382
"08/07/2014";1,3362
"08/08/2014";1,3385
"08/11/2014";1,3383
"08/12/2014";1,3368
"08/13/2014";1,3362
"08/14/2014";1,3365
"08/15/2014";1,3397
"08/18/2014";1,3362
"08/19/2014";1,3319
"08/20/2014";1,326
"08/21/2014";1,3281
"08/22/2014";1,324
"08/25/2014";1,3194
"08/26/2014";1,3168
"08/27/2014";1,3192
"08/28/2014";1,3181
"08/29/2014";1,3134
"09/02/2014";1,3132
"09/03/2014";1,315
"09/04/2014";1,2943
"09/05/2014";1,2953
"09/08/2014";1,2894
"09/09/2014";1,2938
"09/10/2014";1,2916
"09/11/2014";1,2919
"09/12/2014";1,296
"09/15/2014";1,294
"09/16/2014";1,2957
"09/17/2014";1,2862
"09/18/2014";1,2922
"09/19/2014";1,2831
"09/22/2014";1,2849
"09/23/2014";1,2849
"09/24/2014";1,2779
"09/25/2014";1,275
"09/26/2014";1,268
"09/29/2014";1,2685
"09/30/2014";1,263
"10/01/2014";1,2624
"10/02/2014";1,2668
"10/03/2014";1,2514
"10/06/2014";1,2653
"10/07/2014";1,2668
"10/08/2014";1,2733
"10/09/2014";1,2689
"10/10/2014";1,2622
"10/13/2014";1,2745
"10/14/2014";1,266
"10/15/2014";1,2837
"10/16/2014";1,2808
"10/17/2014";1,2758
"10/20/2014";1,2799
"10/21/2014";1,2715
"10/22/2014";1,2644
"10/23/2014";1,2646
"10/24/2014";1,2668
"10/27/2014";1,2696
"10/28/2014";1,2732
"10/29/2014";1,2632
"10/30/2014";1,2612
"10/31/2014";1,2524
"11/03/2014";1,2482
"11/04/2014";1,2545
"11/05/2014";1,2485
"11/06/2014";1,2373
"11/07/2014";1,2451
"11/10/2014";1,2419
"11/11/2014";1,2472
"11/12/2014";1,2438
"11/13/2014";1,2473
"11/14/2014";1,2521
"11/17/2014";1,2449
"11/18/2014";1,2534
"11/19/2014";1,2552
"11/20/2014";1,2539
"11/21/2014";1,2391
"11/24/2014";1,244
"11/25/2014";1,2473
"11/26/2014";1,2506
"11/28/2014";1,2448
"12/01/2014";1,2469
"12/02/2014";1,2381
"12/03/2014";1,231
"12/04/2014";1,2379
"12/05/2014";1,2285
"12/08/2014";1,2317
"12/09/2014";1,2373
"12/10/2014";1,2446
"12/11/2014";1,241
"12/12/2014";1,2456
"12/15/2014";1,2437
"12/16/2014";1,2508
"12/17/2014";1,2343
"12/18/2014";1,2285
"12/19/2014";1,2228
"12/22/2014";1,2228
"12/23/2014";1,2171
"12/24/2014";1,2194
"12/26/2014";1,2175
"12/29/2014";1,2154
"12/30/2014";1,2156
"12/31/2014";1,2097
"01/02/2015";1,2
"01/05/2015";1,1932
"01/06/2015";1,1891
"01/07/2015";1,1839
"01/08/2015";1,1794
"01/09/2015";1,1839
"01/12/2015";1,1833
"01/13/2015";1,1772
"01/14/2015";1,1786
"01/15/2015";1,163
"01/16/2015";1,1567
"01/20/2015";1,1548
"01/21/2015";1,1609
"01/22/2015";1,1364
"01/23/2015";1,1207
"01/26/2015";1,1238
"01/27/2015";1,138
"01/28/2015";1,1286
"01/29/2015";1,1319
"01/30/2015";1,1283
"02/02/2015";1,1337
"02/03/2015";1,1477
"02/04/2015";1,1342
"02/05/2015";1,1475
"02/06/2015";1,1312
"02/09/2015";1,1323
"02/10/2015";1,1317
"02/11/2015";1,1333
"02/12/2015";1,1402
"02/13/2015";1,1389
"02/17/2015";1,1409
"02/18/2015";1,1396
"02/19/2015";1,1366
"02/20/2015";1,1379
"02/23/2015";1,1334
"02/24/2015";1,1339
"02/25/2015";1,136
"02/26/2015";1,1197
"02/27/2015";1,1193
"03/02/2015";1,1182
"03/03/2015";1,1175
"03/04/2015";1,1078
"03/05/2015";1,1028
"03/06/2015";1,0843
"03/09/2015";1,0847
"03/10/2015";1,0698
"03/11/2015";1,0545
"03/12/2015";1,0634
"03/13/2015";1,0493
"03/16/2015";1,0563
"03/17/2015";1,0594
"03/18/2015";1,0869
"03/19/2015";1,0654
"03/20/2015";1,0817
"03/23/2015";1,0946
"03/24/2015";1,0923
"03/25/2015";1,0969
"03/26/2015";1,0882
"03/27/2015";1,089
"03/30/2015";1,0832
"03/31/2015";1,0738
"04/01/2015";1,0761
"04/02/2015";1,0879
"04/06/2015";1,0923
"04/07/2015";1,0815
"04/08/2015";1,0779
"04/09/2015";1,0658
"04/10/2015";1,0603
"04/13/2015";1,0564
"04/14/2015";1,0652
"04/15/2015";1,0685
"04/16/2015";1,076
"04/17/2015";1,0808
"04/20/2015";1,0736
"04/21/2015";1,0734
"04/22/2015";1,0724
"04/23/2015";1,0823
"04/24/2015";1,087
"04/27/2015";1,0887
"04/28/2015";1,0981
"04/29/2015";1,1125
"04/30/2015";1,1221
"05/01/2015";1,1198
"05/04/2015";1,1148
"05/05/2015";1,1184
"05/06/2015";1,1347
"05/07/2015";1,1265
"05/08/2015";1,1209
"05/11/2015";1,1153
"05/12/2015";1,1213
"05/13/2015";1,1351
"05/14/2015";1,1407
"05/15/2015";1,1445
"05/18/2015";1,1313
"05/19/2015";1,1148
"05/20/2015";1,1095
"05/21/2015";1,1112
"05/22/2015";1,1015
"05/26/2015";1,0874
"05/27/2015";1,0904
"05/28/2015";1,0949
"05/29/2015";1,0986
"06/01/2015";1,0927
"06/02/2015";1,1151
"06/03/2015";1,1275
"06/04/2015";1,1238
"06/05/2015";1,1114
"06/08/2015";1,1291
"06/09/2015";1,1283
"06/10/2015";1,1324
"06/11/2015";1,1258
"06/12/2015";1,1266
"06/15/2015";1,1283
"06/16/2015";1,1248
"06/17/2015";1,1337
"06/18/2015";1,1359
"06/19/2015";1,1352
"06/22/2015";1,1341
"06/23/2015";1,1167
"06/24/2015";1,1205
"06/25/2015";1,1205
"06/26/2015";1,1167
"06/29/2015";1,1236
"06/30/2015";1,1147
"07/01/2015";1,1053
"07/02/2015";1,1084
"07/03/2015";1,1114
"07/06/2015";1,1056
"07/07/2015";1,1011
"07/08/2015";1,1077
"07/09/2015";1,1036
"07/10/2015";1,1162
"07/13/2015";1,1002
"07/14/2015";1,1009
"07/15/2015";1,095
"07/16/2015";1,0875
"07/17/2015";1,083
"07/20/2015";1,0825
"07/21/2015";1,0935
"07/22/2015";1,0929
"07/23/2015";1,0984
"07/24/2015";1,0984
"07/27/2015";1,1088
"07/28/2015";1,106
"07/29/2015";1,0984
"07/30/2015";1,0932
"07/31/2015";1,0984
"08/03/2015";1,095
"08/04/2015";1,0881
"08/05/2015";1,0906
"08/06/2015";1,0925
"08/07/2015";1,0967
"08/10/2015";1,1019
"08/11/2015";1,1042
"08/12/2015";1,1159
"08/13/2015";1,115
"08/14/2015";1,1109
"08/17/2015";1,1078
"08/18/2015";1,1024
"08/19/2015";1,112
"08/20/2015";1,1242
"08/21/2015";1,1386
"08/24/2015";1,1619
"08/25/2015";1,1517
"08/26/2015";1,1314
"08/27/2015";1,1246
"08/28/2015";1,1185
"08/31/2015";1,1211
"09/01/2015";1,1315
"09/02/2015";1,1227
"09/03/2015";1,1123
"09/04/2015";1,1149
"09/07/2015";1,117
"09/08/2015";1,1203
"09/09/2015";1,1207
"09/10/2015";1,128
"09/11/2015";1,1338
"09/14/2015";1,1317
"09/15/2015";1,1269
"09/16/2015";1,129
"09/17/2015";1,1435
"09/18/2015";1,1298
"09/21/2015";1,119
"09/22/2015";1,112
"09/23/2015";1,1186
"09/24/2015";1,123
"09/25/2015";1,1195
"09/28/2015";1,1244
"09/29/2015";1,1249
"09/30/2015";1,1177
"10/01/2015";1,1195
"10/02/2015";1,1216
"10/05/2015";1,1188
"10/06/2015";1,1272
"10/07/2015";1,1237
"10/08/2015";1,1276
"10/09/2015";1,1358
"10/12/2015";1,1358
"10/13/2015";1,1379
"10/14/2015";1,1474
"10/15/2015";1,1386
"10/16/2015";1,1348
"10/19/2015";1,1327
"10/20/2015";1,1346
"10/21/2015";1,1339
"10/22/2015";1,1109
"10/23/2015";1,1018
"10/26/2015";1,1058
"10/27/2015";1,1051
"10/28/2015";1,0923
"10/29/2015";1,0977
"10/30/2015";1,1006
"11/02/2015";1,1016
"11/03/2015";1,0964
"11/04/2015";1,0866
"11/05/2015";1,0884
"11/06/2015";1,0741
"11/09/2015";1,0752
"11/10/2015";1,0724
"11/11/2015";1,0743
"11/12/2015";1,0814
"11/13/2015";1,0773
"11/16/2015";1,0686
"11/17/2015";1,0642
"11/18/2015";1,066
"11/19/2015";1,0734
"11/20/2015";1,0646
"11/23/2015";1,0636
"11/24/2015";1,0643
"11/25/2015";1,0624
"11/26/2015";1,061
"11/27/2015";1,0593
"11/30/2015";1,0565
"12/01/2015";1,0633
"12/02/2015";1,0615
"12/03/2015";1,094
"12/04/2015";1,0881
"12/07/2015";1,0837
"12/08/2015";1,0892
"12/09/2015";1,1025
"12/10/2015";1,0941
"12/11/2015";1,0986
"12/14/2015";1,0992
"12/15/2015";1,0931
"12/16/2015";1,0912
"12/17/2015";1,0826
"12/18/2015";1,0868
"12/21/2015";1,0915
"12/22/2015";1,0957
"12/23/2015";1,0912
"12/24/2015";1,0963
"12/25/2015";1,096
"12/28/2015";1,0968
"12/29/2015";1,092
"12/30/2015";1,0933
"12/31/2015";1,0862
"01/01/2016";1,0856
"01/04/2016";1,0831
"01/05/2016";1,0748
"01/06/2016";1,0781
"01/07/2016";1,0932
"01/08/2016";1,0922
"01/11/2016";1,0859
"01/12/2016";1,0858
"01/13/2016";1,0877
"01/14/2016";1,0865
"01/15/2016";1,0916
"01/18/2016";1,0892
"01/19/2016";1,0908
"01/20/2016";1,089
"01/21/2016";1,0874
"01/22/2016";1,0796
"01/25/2016";1,0849
"01/26/2016";1,087
"01/27/2016";1,0893
"01/28/2016";1,094
"01/29/2016";1,0831
"02/01/2016";1,0888
"02/02/2016";1,0919
"02/03/2016";1,1105
"02/04/2016";1,1209
"02/05/2016";1,1158
"02/08/2016";1,1193
"02/09/2016";1,1293
"02/10/2016";1,1292
"02/11/2016";1,1323
"02/12/2016";1,1256
"02/15/2016";1,1156
"02/16/2016";1,1144
"02/17/2016";1,1128
"02/18/2016";1,1107
"02/19/2016";1,113
"02/22/2016";1,103
"02/23/2016";1,102
"02/24/2016";1,1013
"02/25/2016";1,1018
"02/26/2016";1,0934
"02/29/2016";1,0873
"03/01/2016";1,0868
"03/02/2016";1,0868
"03/03/2016";1,0957
"03/04/2016";1,1005
